Task_ID,Task_Class,Task_Label,Source_Sheet,Source_Row,Source_Reference,Source_Reaction_ID,Donor_Canonical_SMILES,Acceptor_Canonical_SMILES,Target_Config,Task_Mode,Original_Solvent,Original_Catalyst,Original_Temp_C,Original_Time_min,Original_Product_Config,Candidate_ID,Donor_Type,Target_O4_Index,Template_ID,Solvent,Solvent_Component_IDs,Catalyst,Catalyst_Component_IDs,Temp_C,Time_min,has_solvent,has_catalyst,has_temp,has_time,Template_Support_Count,Template_Alpha_Success_Count,Template_Beta_Success_Count,Template_Representative_Reaction_ID,Template_Supporting_Reaction_IDs,Condition_Recipe_Completeness,Original_Condition_Complete,Matches_Original_Condition,Final_Status,Final_Error,Final_Interpretation,Input_Status,Donor_RFU_Status,Acceptor_O4_Status,Warnings,Canonical_Donor_SMILES,Canonical_Acceptor_SMILES,Resolved_Donor_Type,Target_O4_Source,Target_O4_Index_Canonical,Target_O4_State,Target_O4_Candidate_Count,Target_O4_Free_Candidate_Count,Target_O4_Blocked_Candidate_Count,Layer1_Mean_Feasibility_Score,Layer1_Seed_Disagreement,Layer1_Seed_Votes,Layer1_Decision,Soft_Compatibility_Score,Soft_TopK_Mean_Score,Soft_Support_Percentile,Soft_Domain_Q05,Soft_Domain_Q10,Soft_Domain_Status,Nearest_Success_Reaction_ID,Nearest_Success_Similarity,Soft_Score_Interpretation,Stereoselectivity_Label,Stereoselectivity_Mean_Beta_Score,Stereoselectivity_Seed_Disagreement,Stereoselectivity_Vote_Count,Stereoselectivity_Skip_Reason,Pipeline_Version,Inference_UTC,Layer1_Seed0_Feasibility_Score,Layer1_Seed0_Vote,Layer1_Seed1_Feasibility_Score,Layer1_Seed1_Vote,Layer1_Seed2_Feasibility_Score,Layer1_Seed2_Vote,Layer3_Seed0_Beta_Score,Layer3_Seed0_Threshold,Layer3_Seed0_Vote,Layer3_Seed1_Beta_Score,Layer3_Seed1_Threshold,Layer3_Seed1_Vote,Layer3_Seed2_Beta_Score,Layer3_Seed2_Threshold,Layer3_Seed2_Vote,Target_Vote_Count,Ensemble_Size,Target_Stereo_Score,Recommendation_Tier,Recommendation_Level,Tier_Order,Domain_Order,Temp_Bin_20C,Diversity_Key,Overall_Target_Rank,Recommendation_Rank,Recommendation_Reason,Score_Interpretation,Wet_Lab_Use_Requirement
C1_T08,1,任务7,第一类预测任务,103,"Canada, CA2806561 C 2015-12-22",31-010-CAS-21359684,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,Beta,standard,Dichloromethane,Triethylamine,0.0,,Beta,C1_T08::CT_8f9f2f6cd15267eb,trichloroacetimidate,,CT_8f9f2f6cd15267eb,Dichloromethane,3,Trimethylsilyl triflate,3,0.0,60.0,1,1,1,1,10,6,4,31-010-CAS-16500849,31-010-CAS-10336392;31-010-CAS-12003761;31-010-CAS-16500849;31-010-CAS-16614012;31-010-CAS-1677913;31-010-CAS-17642142;31-010-CAS-3431516;31-010-CAS-3565915;31-010-CAS-3800337;31-010-CAS-8524792,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,False,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,auto_unique_free,44.0,free,1.0,1.0,0.0,0.9883852203687032,False,"[1,1,1]",feasible,0.9458561539649964,0.9155306816101074,60.70726915520629,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-21359684,0.945856,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.9741066694259644,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.988634467124939,feasible,0.9882240295410156,feasible,0.988297164440155,feasible,0.9810540676116944,0.8049999999999999,Beta,0.9668322801589966,0.8599999999999999,Beta,0.974433660507202,0.5549999999999999,Beta,3.0,3,0.9741066694259644,A,优先,0,0,0,3|3|T0,22,2,A; in_domain; 3/3 seeds support Beta; template support=10,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T08,1,任务7,第一类预测任务,103,"Canada, CA2806561 C 2015-12-22",31-010-CAS-21359684,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,Beta,standard,Dichloromethane,Triethylamine,0.0,,Beta,C1_T08::CT_d69c20c45b8c711a,trichloroacetimidate,,CT_d69c20c45b8c711a,Dichloromethane,3,Boron trifluoride etherate,7,0.0,60.0,1,1,1,1,3,0,3,31-010-CAS-4215763,31-010-CAS-1428434;31-010-CAS-4215763;31-010-CAS-6476424,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,False,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,auto_unique_free,44.0,free,1.0,1.0,0.0,0.9883852203687032,False,"[1,1,1]",feasible,0.9458561539649964,0.9155306816101074,60.70726915520629,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-21359684,0.945856,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.9626115163167318,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.988634467124939,feasible,0.9882240295410156,feasible,0.988297164440155,feasible,0.9695303440093994,0.8049999999999999,Beta,0.9550582766532898,0.8599999999999999,Beta,0.963245928287506,0.5549999999999999,Beta,3.0,3,0.9626115163167318,A,优先,0,0,0,7|3|T0,23,3,A; in_domain; 3/3 seeds support Beta; template support=3,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T08,1,任务7,第一类预测任务,103,"Canada, CA2806561 C 2015-12-22",31-010-CAS-21359684,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,Beta,standard,Dichloromethane,Triethylamine,0.0,,Beta,C1_T08::CT_db052a0bc715a4f9,trichloroacetimidate,,CT_db052a0bc715a4f9,Dichloromethane,3,Trifluoromethanesulfonic acid,6,0.0,30.0,1,1,1,1,1,0,1,31-010-CAS-12729167,31-010-CAS-12729167,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,False,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,auto_unique_free,44.0,free,1.0,1.0,0.0,0.9883852203687032,False,"[1,1,1]",feasible,0.9435402750968932,0.913231372833252,60.70726915520629,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-21359684,0.94354,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.9714279969533284,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.988634467124939,feasible,0.9882240295410156,feasible,0.988297164440155,feasible,0.9790356159210204,0.8049999999999999,Beta,0.9600561857223512,0.8599999999999999,Beta,0.9751921892166138,0.5549999999999999,Beta,3.0,3,0.9714279969533284,A,优先,0,0,0,6|3|T0,29,4,A; in_domain; 3/3 seeds support Beta; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T08,1,任务7,第一类预测任务,103,"Canada, CA2806561 C 2015-12-22",31-010-CAS-21359684,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,Beta,standard,Dichloromethane,Triethylamine,0.0,,Beta,C1_T08::CT_0fa2f6f7d6c4052d,trichloroacetimidate,,CT_0fa2f6f7d6c4052d,Dichloromethane,3,Perchloric acid,35,0.0,30.0,1,1,1,1,1,0,1,31-010-CAS-4589970,31-010-CAS-4589970,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,False,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,auto_unique_free,44.0,free,1.0,1.0,0.0,0.9883852203687032,False,"[1,1,1]",feasible,0.9435402750968932,0.913231372833252,60.70726915520629,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-21359684,0.94354,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.9694987535476683,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.988634467124939,feasible,0.9882240295410156,feasible,0.988297164440155,feasible,0.9813884496688844,0.8049999999999999,Beta,0.9595111608505248,0.8599999999999999,Beta,0.9675966501235962,0.5549999999999999,Beta,3.0,3,0.9694987535476683,A,优先,0,0,0,35|3|T0,30,5,A; in_domain; 3/3 seeds support Beta; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T08,1,任务7,第一类预测任务,103,"Canada, CA2806561 C 2015-12-22",31-010-CAS-21359684,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,Beta,standard,Dichloromethane,Triethylamine,0.0,,Beta,C1_T08::CT_a25741c83f6cd8d0,trichloroacetimidate,,CT_a25741c83f6cd8d0,Dichloromethane,3,Copper(II) triflate,34,25.0,60.0,1,1,1,1,1,0,1,31-010-CAS-11632053,31-010-CAS-11632053,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,False,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,auto_unique_free,44.0,free,1.0,1.0,0.0,0.9883852203687032,False,"[1,1,1]",feasible,0.9407449960708618,0.908285915851593,59.3320235756385,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-21359684,0.940745,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.9412498871485392,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.988634467124939,feasible,0.9882240295410156,feasible,0.988297164440155,feasible,0.9280645847320556,0.8049999999999999,Beta,0.9271559715270996,0.8599999999999999,Beta,0.9685291051864624,0.5549999999999999,Beta,3.0,3,0.9412498871485392,A,优先,0,0,1,34|3|T1,44,6,A; in_domain; 3/3 seeds support Beta; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T08,1,任务7,第一类预测任务,103,"Canada, CA2806561 C 2015-12-22",31-010-CAS-21359684,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,Beta,standard,Dichloromethane,Triethylamine,0.0,,Beta,C1_T08::CT_8aeadcb06124e6fb,trichloroacetimidate,,CT_8aeadcb06124e6fb,Dichloromethane,3,Diisopropylethylamine,31,-20.0,30.0,1,1,1,1,1,1,0,31-010-CAS-978790,31-010-CAS-978790,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,False,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,auto_unique_free,44.0,free,1.0,1.0,0.0,0.9883852203687032,False,"[1,1,1]",feasible,0.9390129446983336,0.9110766649246216,58.153241650294696,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-21359684,0.939013,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.9600697954495748,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.988634467124939,feasible,0.9882240295410156,feasible,0.988297164440155,feasible,0.9626378417015076,0.8049999999999999,Beta,0.9478198885917664,0.8599999999999999,Beta,0.9697516560554504,0.5549999999999999,Beta,3.0,3,0.9600697954495748,A,优先,0,0,-1,31|3|T-1,50,7,A; in_domain; 3/3 seeds support Beta; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C1_T08,1,任务7,第一类预测任务,103,"Canada, CA2806561 C 2015-12-22",31-010-CAS-21359684,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,Beta,standard,Dichloromethane,Triethylamine,0.0,,Beta,C1_T08::CT_38b1bb70d13aca1e,trichloroacetimidate,,CT_38b1bb70d13aca1e,Dichloromethane,3,Sodium bicarbonate,8,25.0,30.0,1,1,1,1,1,1,0,31-010-CAS-4518168,31-010-CAS-4518168,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,False,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,COC(=O)[C@H]1OC(OC(=N)C(Cl)(Cl)Cl)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COc1ccc(OC[C@H]2O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OC(=O)c3ccccc3)[C@@H]2O)cc1,trichloroacetimidate,auto_unique_free,44.0,free,1.0,1.0,0.0,0.9883852203687032,False,"[1,1,1]",feasible,0.9387290477752686,0.9062700271606444,58.153241650294696,0.7810679078102112,0.8098471164703369,in_domain,31-010-CAS-21359684,0.938729,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.9822014371554056,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.988634467124939,feasible,0.9882240295410156,feasible,0.988297164440155,feasible,0.9877737164497375,0.8049999999999999,Beta,0.97291100025177,0.8599999999999999,Beta,0.9859195947647096,0.5549999999999999,Beta,3.0,3,0.9822014371554056,A,优先,0,0,1,8|3|T1,51,8,A; in_domain; 3/3 seeds support Beta; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C2_T01,2,任务1,第二类预测任务,4,"Synthesis (2024), 56(3), 487-495",31-614-CAS-44833731,CCS[C@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](O)[C@H]1N1C(=O)c2ccccc2C1=O,Beta,standard,Dichloromethane,N-Iodosuccinimide,25.0,30.0,Alpha,C2_T01::CT_cbaa9340753e6bb1,thioglycoside,,CT_cbaa9340753e6bb1,Acetonitrile,6,Potassium carbonate,27,25.0,300.0,1,1,1,1,2,0,2,31-013-CAS-21555454,31-013-CAS-21555453;31-013-CAS-21555454,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,layer3_seed_disagreement,CCS[C@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](O)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,auto_unique_free,16.0,free,1.0,1.0,0.0,0.9877754052480062,False,"[1,1,1]",feasible,0.8976698517799377,0.8154231905937195,34.988179669030735,0.7605817914009094,0.8008449077606201,in_domain,31-614-CAS-44833731,0.89767,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Beta,0.6848570505777994,True,2/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9880052208900452,feasible,0.987659513950348,feasible,0.9876614809036256,feasible,0.5712741017341614,0.8049999999999999,Alpha,0.921363353729248,0.8599999999999999,Beta,0.561933696269989,0.5549999999999999,Beta,2.0,3,0.6848570505777994,C_EXPLORATORY,探索,2,0,1,27|6|T1,1,1,C_EXPLORATORY; in_domain; 2/3 seeds support Beta; template support=2,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C2_T03,2,任务3,第二类预测任务,28,"United States, US20120142560 A1 2012-06-07",31-013-CAS-6495154,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](O[Si](C)(C)C(C)(C)C(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,Alpha,standard,Dichloromethane,N-Iodosuccinimide,25.0,30.0,Beta,C2_T03::CT_f9fa2ad6e27a368e,thioglycoside,,CT_f9fa2ad6e27a368e,Toluene,5,N-Iodosuccinimide,5,0.0,480.0,1,1,1,1,1,1,0,31-013-CAS-15189017,31-013-CAS-15189017,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](O[Si](C)(C)C(C)(C)C(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,thioglycoside,auto_unique_free,32.0,free,1.0,1.0,0.0,0.9878961245218912,False,"[1,1,1]",feasible,0.8978220224380493,0.8795329332351685,34.988179669030735,0.7605817914009094,0.8008449077606201,in_domain,31-013-CAS-15304342,0.897822,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Alpha,0.4088740597168604,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9881987571716307,feasible,0.9877853393554688,feasible,0.9877042770385742,feasible,0.1800239831209182,0.8049999999999999,Alpha,0.5139705538749695,0.8599999999999999,Alpha,0.5326276421546936,0.5549999999999999,Alpha,3.0,3,0.5911259402831396,A,优先,0,0,0,5|5|T0,1,1,A; in_domain; 3/3 seeds support Alpha; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
C2_T03,2,任务3,第二类预测任务,28,"United States, US20120142560 A1 2012-06-07",31-013-CAS-6495154,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](O[Si](C)(C)C(C)(C)C(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,Alpha,standard,Dichloromethane,N-Iodosuccinimide,25.0,30.0,Beta,C2_T03::CT_0ac5cb2579fd2364,thioglycoside,,CT_0ac5cb2579fd2364,Toluene,5,Trimethylsilyl triflate,3,0.0,960.0,1,1,1,1,1,1,0,31-013-CAS-16587031,31-013-CAS-16587031,skeleton_only; equivalents/concentration/addition_order/atmosphere not available,True,False,predicted,,已通过硬结构过滤；第二层为文献支持度，第三层为多数投票立体选择性。,parsed,ok,ok,,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](O[Si](C)(C)C(C)(C)C(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,thioglycoside,auto_unique_free,32.0,free,1.0,1.0,0.0,0.9878961245218912,False,"[1,1,1]",feasible,0.882336437702179,0.8625351786613464,30.37825059101655,0.7605817914009094,0.8008449077606201,in_domain,31-013-CAS-22941545,0.882336,"relative similarity to literature successful reactions; this is an applicability-domain and literature-support score, not a reaction probability",Alpha,0.0690953170415014,False,3/3,,1.3.1,2026-08-04T11:19:28.283572+00:00,0.9881987571716307,feasible,0.9877853393554688,feasible,0.9877042770385742,feasible,0.0017720491159707,0.8049999999999999,Alpha,0.0483617410063743,0.8599999999999999,Alpha,0.1571521610021591,0.5549999999999999,Alpha,3.0,3,0.9309046829584986,A,优先,0,0,0,3|5|T0,2,2,A; in_domain; 3/3 seeds support Alpha; template support=1,screening priority only; soft compatibility is literature support and Beta/Alpha score is not calibrated reaction-success probability,"verify full equivalents, concentration, addition order, atmosphere and work-up in the representative source before experiment"
