ID,Reaction_ID,donor_mol_wt,donor_heavy_atom_count,donor_hetero_atom_count,donor_h_bond_acceptors,donor_h_bond_donors,donor_tpsa,donor_mol_log_p,donor_fraction_csp3,donor_rotatable_bond_count,donor_ring_count,donor_aliphatic_ring_count,donor_aromatic_ring_count,donor_specified_stereo_centers,donor_unspecified_stereo_centers,donor_oxygen_count,donor_nitrogen_count,donor_sulfur_count,donor_silicon_count,donor_halogen_count,acceptor_mol_wt,acceptor_heavy_atom_count,acceptor_hetero_atom_count,acceptor_h_bond_acceptors,acceptor_h_bond_donors,acceptor_tpsa,acceptor_mol_log_p,acceptor_fraction_csp3,acceptor_rotatable_bond_count,acceptor_ring_count,acceptor_aliphatic_ring_count,acceptor_aromatic_ring_count,acceptor_specified_stereo_centers,acceptor_unspecified_stereo_centers,acceptor_oxygen_count,acceptor_nitrogen_count,acceptor_sulfur_count,acceptor_silicon_count,acceptor_halogen_count
885,31-013-CAS-3991023,665.073,41.0,14.0,10.0,1.0,126.46,6.2569,0.8518519,18.0,1.0,1.0,0.0,5.0,0.0,9.0,1.0,1.0,0.0,3.0,277.28,20.0,7.0,5.0,1.0,96.68,1.3667,0.53846157,4.0,3.0,2.0,1.0,5.0,0.0,4.0,3.0,0.0,0.0,0.0
886,31-013-CAS-17081671,833.132,59.0,10.0,9.0,0.0,89.52,8.84902,0.3469388,18.0,6.0,1.0,5.0,5.0,0.0,8.0,0.0,1.0,1.0,0.0,1094.369,78.0,17.0,14.0,1.0,194.04,9.84732,0.36065573,23.0,8.0,2.0,6.0,10.0,0.0,12.0,3.0,1.0,1.0,0.0
887,31-013-CAS-13163974,833.132,59.0,10.0,9.0,0.0,89.52,8.84902,0.3469388,18.0,6.0,1.0,5.0,5.0,0.0,8.0,0.0,1.0,1.0,0.0,1094.369,78.0,17.0,14.0,1.0,194.04,9.84732,0.36065573,23.0,8.0,2.0,6.0,10.0,0.0,12.0,3.0,1.0,1.0,0.0
888,31-614-CAS-39832557,511.647,37.0,7.0,5.0,0.0,76.45,7.5264,0.26666668,9.0,5.0,1.0,4.0,5.0,0.0,3.0,3.0,1.0,0.0,0.0,972.021,71.0,20.0,15.0,2.0,264.06,7.5308,0.3529412,23.0,7.0,2.0,5.0,10.0,0.0,13.0,7.0,0.0,0.0,0.0
889,31-013-CAS-22593841,1098.624,78.0,19.0,16.0,0.0,209.34,10.67682,0.3220339,21.0,9.0,3.0,6.0,10.0,0.0,14.0,3.0,1.0,0.0,1.0,876.312,62.0,18.0,15.0,1.0,212.5,5.6903,0.38636363,19.0,6.0,2.0,4.0,10.0,0.0,14.0,3.0,0.0,0.0,1.0
890,31-614-CAS-29244011,586.706,42.0,8.0,7.0,0.0,72.45,5.8127,0.29411766,10.0,6.0,2.0,4.0,6.0,1.0,7.0,0.0,1.0,0.0,0.0,1421.811,100.0,22.0,17.0,3.0,223.33,11.8035,0.3846154,32.0,11.0,3.0,8.0,15.0,0.0,17.0,2.0,2.0,1.0,0.0
891,31-614-CAS-26064585,586.706,42.0,8.0,7.0,0.0,72.45,5.8127,0.29411766,10.0,6.0,2.0,4.0,6.0,1.0,7.0,0.0,1.0,0.0,0.0,1421.811,100.0,22.0,17.0,3.0,223.33,11.8035,0.3846154,32.0,11.0,3.0,8.0,15.0,0.0,17.0,2.0,2.0,1.0,0.0
892,31-013-CAS-10774000,697.875,49.0,10.0,9.0,0.0,93.18,7.2014,0.25641027,16.0,6.0,1.0,5.0,5.0,0.0,7.0,1.0,2.0,0.0,0.0,523.743,36.0,9.0,7.0,2.0,95.48,4.0314,0.6666667,13.0,2.0,1.0,1.0,5.0,0.0,7.0,1.0,0.0,1.0,0.0
893,31-013-CAS-5434133,526.698,38.0,5.0,5.0,0.0,36.92,7.2797,0.27272728,11.0,5.0,1.0,4.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,621.414,37.0,14.0,8.0,2.0,112.55,4.2594,0.65217394,12.0,2.0,1.0,1.0,5.0,0.0,8.0,1.0,0.0,1.0,4.0
894,31-013-CAS-13681362,478.654,34.0,5.0,5.0,0.0,36.92,6.2405,0.37931034,11.0,4.0,1.0,3.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,655.65,46.0,16.0,15.0,2.0,200.68,-0.0916,0.6333333,13.0,3.0,2.0,1.0,10.0,0.0,15.0,1.0,0.0,0.0,0.0
895,31-013-CAS-18987289,542.697,39.0,6.0,6.0,0.0,46.15,6.9026,0.33333334,9.0,6.0,2.0,4.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,415.486,30.0,7.0,6.0,2.0,86.25,2.0255,0.4347826,9.0,3.0,1.0,2.0,5.0,0.0,6.0,1.0,0.0,0.0,0.0
896,31-013-CAS-8933724,1826.716,129.0,26.0,24.0,0.0,220.13,17.6391,0.46601942,45.0,14.0,5.0,9.0,22.0,0.0,23.0,0.0,1.0,1.0,1.0,948.126,70.0,13.0,11.0,1.0,152.06,9.8649,0.33333334,25.0,8.0,2.0,6.0,11.0,0.0,10.0,3.0,0.0,0.0,0.0
897,31-013-CAS-17081678,1803.293,129.0,26.0,22.0,0.0,272.56,16.63352,0.36893204,41.0,13.0,3.0,10.0,15.0,0.0,20.0,3.0,1.0,2.0,0.0,1086.393,78.0,15.0,12.0,1.0,159.9,11.15172,0.31746033,22.0,9.0,2.0,7.0,10.0,0.0,10.0,3.0,1.0,1.0,0.0
898,31-013-CAS-10425819,1803.293,129.0,26.0,22.0,0.0,272.56,16.63352,0.36893204,41.0,13.0,3.0,10.0,15.0,0.0,20.0,3.0,1.0,2.0,0.0,1086.393,78.0,15.0,12.0,1.0,159.9,11.15172,0.31746033,22.0,9.0,2.0,7.0,10.0,0.0,10.0,3.0,1.0,1.0,0.0
899,31-013-CAS-23877545,1257.386,86.0,17.0,13.0,0.0,165.97,13.63822,0.3043478,23.0,10.0,2.0,8.0,10.0,0.0,11.0,3.0,1.0,1.0,1.0,1053.045,71.0,18.0,14.0,1.0,203.27,7.7229,0.3773585,19.0,7.0,2.0,5.0,10.0,0.0,13.0,3.0,0.0,1.0,1.0
900,31-614-CAS-35398222,1257.386,86.0,17.0,13.0,0.0,165.97,13.63822,0.3043478,23.0,10.0,2.0,8.0,9.0,1.0,11.0,3.0,1.0,1.0,1.0,1053.045,71.0,18.0,14.0,1.0,203.27,7.7229,0.3773585,19.0,7.0,2.0,5.0,10.0,0.0,13.0,3.0,0.0,1.0,1.0
901,31-614-CAS-27463098,778.967,57.0,8.0,8.0,0.0,72.45,10.53392,0.24489796,15.0,8.0,2.0,6.0,5.0,0.0,7.0,0.0,1.0,0.0,0.0,1322.506,97.0,20.0,17.0,1.0,238.8,12.7383,0.24675325,23.0,12.0,3.0,9.0,10.0,0.0,16.0,3.0,0.0,1.0,0.0
902,31-013-CAS-8223846,556.638,35.0,14.0,7.0,0.0,71.06,5.9932,0.9047619,9.0,1.0,1.0,0.0,5.0,0.0,6.0,0.0,1.0,1.0,6.0,744.663,49.0,15.0,8.0,2.0,112.55,4.5431,0.4117647,13.0,4.0,1.0,3.0,5.0,0.0,8.0,1.0,0.0,1.0,5.0
903,31-006-CAS-21886620,554.664,40.0,7.0,7.0,0.0,63.22,6.4288,0.24242425,8.0,6.0,2.0,4.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,708.812,52.0,12.0,9.0,1.0,152.52,7.2194,0.35,18.0,5.0,1.0,4.0,5.0,0.0,8.0,4.0,0.0,0.0,0.0
904,31-013-CAS-17702336,967.102,70.0,14.0,14.0,0.0,143.51,9.22142,0.30357143,17.0,9.0,3.0,6.0,11.0,0.0,13.0,0.0,1.0,0.0,0.0,473.522,34.0,9.0,8.0,2.0,112.55,1.5687,0.44,11.0,3.0,1.0,2.0,5.0,0.0,8.0,1.0,0.0,0.0,0.0
905,31-013-CAS-21762107,967.102,70.0,14.0,14.0,0.0,143.51,9.22142,0.30357143,17.0,9.0,3.0,6.0,11.0,0.0,13.0,0.0,1.0,0.0,0.0,473.522,34.0,9.0,8.0,2.0,112.55,1.5687,0.44,11.0,3.0,1.0,2.0,5.0,0.0,8.0,1.0,0.0,0.0,0.0
906,31-013-CAS-21945116,967.102,70.0,14.0,14.0,0.0,143.51,9.22142,0.30357143,17.0,9.0,3.0,6.0,11.0,0.0,13.0,0.0,1.0,0.0,0.0,473.522,34.0,9.0,8.0,2.0,112.55,1.5687,0.44,11.0,3.0,1.0,2.0,5.0,0.0,8.0,1.0,0.0,0.0,0.0
907,31-013-CAS-1477228,534.718,38.0,6.0,6.0,0.0,46.15,6.4232,0.375,15.0,4.0,1.0,3.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,952.158,70.0,13.0,11.0,1.0,152.06,10.0348,0.47368422,19.0,10.0,5.0,5.0,14.0,0.0,10.0,3.0,0.0,0.0,0.0
908,31-013-CAS-12760013,534.718,38.0,6.0,6.0,0.0,46.15,6.4232,0.375,15.0,4.0,1.0,3.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,952.158,70.0,13.0,11.0,1.0,152.06,10.0348,0.47368422,19.0,10.0,5.0,5.0,14.0,0.0,10.0,3.0,0.0,0.0,0.0
909,31-614-CAS-40361033,542.697,39.0,6.0,6.0,1.0,57.15,6.2521,0.27272728,12.0,5.0,1.0,4.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,603.037,36.0,13.0,8.0,2.0,103.32,5.283,0.65217394,8.0,2.0,1.0,1.0,5.0,0.0,7.0,1.0,1.0,1.0,3.0
910,31-013-CAS-15444979,1257.386,86.0,17.0,13.0,0.0,165.97,13.63822,0.3043478,23.0,10.0,2.0,8.0,10.0,0.0,11.0,3.0,1.0,1.0,1.0,1392.44,96.0,24.0,18.0,1.0,271.88,11.3974,0.3888889,29.0,10.0,3.0,7.0,15.0,0.0,16.0,6.0,0.0,1.0,1.0
911,31-013-CAS-20074838,787.975,57.0,10.0,9.0,0.0,100.6,9.67762,0.29787233,17.0,6.0,1.0,5.0,5.0,0.0,8.0,1.0,1.0,0.0,0.0,1599.728,116.0,37.0,25.0,1.0,478.93,13.9743,0.5443038,35.0,12.0,6.0,6.0,30.0,0.0,19.0,18.0,0.0,0.0,0.0
912,31-013-CAS-17386196,787.975,57.0,10.0,9.0,0.0,100.6,9.67762,0.29787233,17.0,6.0,1.0,5.0,5.0,0.0,8.0,1.0,1.0,0.0,0.0,1599.728,116.0,37.0,25.0,1.0,478.93,13.9743,0.5443038,35.0,12.0,6.0,6.0,30.0,0.0,19.0,18.0,0.0,0.0,0.0
913,31-013-CAS-18395672,488.558,34.0,9.0,9.0,0.0,97.36,3.5155,0.4,9.0,3.0,1.0,2.0,5.0,0.0,8.0,0.0,1.0,0.0,0.0,536.861,33.0,11.0,7.0,3.0,97.25,3.9072,0.4090909,8.0,3.0,1.0,2.0,5.0,0.0,6.0,1.0,1.0,0.0,3.0
914,31-013-CAS-23879287,1257.386,86.0,17.0,13.0,0.0,165.97,13.63822,0.3043478,23.0,10.0,2.0,8.0,10.0,0.0,11.0,3.0,1.0,1.0,1.0,950.956,64.0,15.0,11.0,1.0,159.9,7.6269,0.36734694,16.0,8.0,3.0,5.0,10.0,0.0,10.0,3.0,0.0,1.0,1.0
915,31-614-CAS-34336263,1257.386,86.0,17.0,13.0,0.0,165.97,13.63822,0.3043478,23.0,10.0,2.0,8.0,10.0,0.0,11.0,3.0,1.0,1.0,1.0,950.956,64.0,15.0,11.0,1.0,159.9,7.6269,0.36734694,16.0,8.0,3.0,5.0,10.0,0.0,10.0,3.0,0.0,1.0,1.0
916,31-614-CAS-32458039,1257.386,86.0,17.0,13.0,0.0,165.97,13.63822,0.3043478,23.0,10.0,2.0,8.0,10.0,0.0,11.0,3.0,1.0,1.0,1.0,950.956,64.0,15.0,11.0,1.0,159.9,7.6269,0.36734694,16.0,8.0,3.0,5.0,10.0,0.0,10.0,3.0,0.0,1.0,1.0
917,31-614-CAS-37588026,1257.386,86.0,17.0,13.0,0.0,165.97,13.63822,0.3043478,23.0,10.0,2.0,8.0,10.0,0.0,11.0,3.0,1.0,1.0,1.0,950.956,64.0,15.0,11.0,1.0,159.9,7.6269,0.36734694,16.0,8.0,3.0,5.0,10.0,0.0,10.0,3.0,0.0,1.0,1.0
918,31-013-CAS-17391920,3178.459,220.0,49.0,38.0,0.0,514.98,28.91132,0.33918127,62.0,24.0,6.0,18.0,30.0,0.0,34.0,9.0,1.0,3.0,2.0,547.728,39.0,9.0,6.0,1.0,105.91,4.5595,0.4,10.0,4.0,1.0,3.0,5.0,0.0,5.0,3.0,0.0,1.0,0.0
919,31-013-CAS-12414632,710.801,51.0,11.0,11.0,0.0,123.66,6.8773,0.3,13.0,6.0,2.0,4.0,5.0,0.0,10.0,0.0,1.0,0.0,0.0,702.805,51.0,13.0,10.0,1.0,169.59,6.2748,0.4473684,20.0,4.0,1.0,3.0,5.0,0.0,9.0,4.0,0.0,0.0,0.0
920,31-013-CAS-18334609,654.825,47.0,8.0,8.0,0.0,80.29,7.48062,0.33333334,16.0,5.0,1.0,4.0,5.0,0.0,7.0,0.0,1.0,0.0,0.0,1322.506,97.0,20.0,17.0,1.0,238.8,12.7383,0.24675325,23.0,12.0,3.0,9.0,10.0,0.0,16.0,3.0,0.0,1.0,0.0
921,31-013-CAS-7584459,1305.474,90.0,16.0,12.0,0.0,148.9,15.29192,0.2837838,25.0,11.0,2.0,9.0,10.0,0.0,10.0,3.0,1.0,1.0,1.0,874.029,62.0,17.0,14.0,1.0,211.11,4.6154,0.51111114,19.0,6.0,3.0,3.0,10.0,0.0,13.0,3.0,0.0,1.0,0.0
922,31-013-CAS-1058357,1305.474,90.0,16.0,12.0,0.0,148.9,15.29192,0.2837838,25.0,11.0,2.0,9.0,10.0,0.0,10.0,3.0,1.0,1.0,1.0,874.029,62.0,17.0,14.0,1.0,211.11,4.6154,0.51111114,19.0,6.0,3.0,3.0,10.0,0.0,13.0,3.0,0.0,1.0,0.0
923,31-301-CAS-2505839,622.648,44.0,12.0,11.0,0.0,148.57,3.4243,0.28125,11.0,4.0,1.0,3.0,5.0,1.0,11.0,0.0,1.0,0.0,0.0,511.615,37.0,8.0,7.0,1.0,94.53,3.6208,0.44827586,13.0,3.0,1.0,2.0,5.0,0.0,7.0,1.0,0.0,0.0,0.0
924,31-013-CAS-6767602,606.649,43.0,11.0,11.0,0.0,131.5,4.4088,0.28125,11.0,4.0,1.0,3.0,5.0,0.0,10.0,0.0,1.0,0.0,0.0,511.615,37.0,8.0,7.0,1.0,94.53,3.6208,0.44827586,13.0,3.0,1.0,2.0,5.0,0.0,7.0,1.0,0.0,0.0,0.0
925,31-013-CAS-19796368,568.647,41.0,8.0,8.0,0.0,80.29,6.069,0.21212122,7.0,6.0,2.0,4.0,6.0,0.0,7.0,0.0,1.0,0.0,0.0,549.74,39.0,8.0,6.0,3.0,97.25,2.7312,0.38709676,9.0,4.0,1.0,3.0,5.0,0.0,6.0,1.0,0.0,1.0,0.0
926,31-013-CAS-5703022,568.647,41.0,8.0,8.0,0.0,80.29,6.069,0.21212122,7.0,6.0,2.0,4.0,6.0,0.0,7.0,0.0,1.0,0.0,0.0,549.74,39.0,8.0,6.0,3.0,97.25,2.7312,0.38709676,9.0,4.0,1.0,3.0,5.0,0.0,6.0,1.0,0.0,1.0,0.0
927,31-013-CAS-12459743,719.266,47.0,9.0,6.0,0.0,46.15,11.20002,0.68421054,12.0,3.0,1.0,2.0,5.0,0.0,5.0,0.0,1.0,3.0,0.0,391.42,28.0,8.0,7.0,2.0,105.53,0.3701,0.5,6.0,3.0,2.0,1.0,5.0,0.0,7.0,1.0,0.0,0.0,0.0
928,31-013-CAS-11609556,719.266,47.0,9.0,6.0,0.0,46.15,11.20002,0.68421054,12.0,3.0,1.0,2.0,5.0,0.0,5.0,0.0,1.0,3.0,0.0,391.42,28.0,8.0,7.0,2.0,105.53,0.3701,0.5,6.0,3.0,2.0,1.0,5.0,0.0,7.0,1.0,0.0,0.0,0.0
929,31-614-CAS-44130786,444.549,31.0,7.0,7.0,0.0,63.22,4.0957,0.45833334,7.0,4.0,2.0,2.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,868.169,63.0,11.0,9.0,1.0,141.44,10.9218,0.71153843,12.0,8.0,6.0,2.0,13.0,0.0,8.0,3.0,0.0,0.0,0.0
930,31-013-CAS-12418488,390.454,26.0,9.0,9.0,0.0,97.36,1.4621,0.7058824,9.0,1.0,1.0,0.0,5.0,0.0,8.0,0.0,1.0,0.0,0.0,952.158,70.0,13.0,11.0,1.0,152.06,10.0348,0.47368422,19.0,10.0,5.0,5.0,14.0,0.0,10.0,3.0,0.0,0.0,0.0
931,31-614-CAS-30873545,2173.452,151.0,35.0,28.0,0.0,383.15,18.82442,0.38793105,46.0,15.0,4.0,11.0,20.0,0.0,25.0,6.0,1.0,2.0,1.0,626.624,40.0,10.0,6.0,1.0,105.91,5.322,0.4,10.0,4.0,1.0,3.0,5.0,0.0,5.0,3.0,0.0,1.0,1.0
932,31-614-CAS-28412006,2173.452,151.0,35.0,28.0,0.0,383.15,18.82442,0.38793105,46.0,15.0,4.0,11.0,20.0,0.0,25.0,6.0,1.0,2.0,1.0,626.624,40.0,10.0,6.0,1.0,105.91,5.322,0.4,10.0,4.0,1.0,3.0,5.0,0.0,5.0,3.0,0.0,1.0,1.0
933,31-013-CAS-8233740,478.654,34.0,5.0,5.0,0.0,36.92,6.2405,0.37931034,11.0,4.0,1.0,3.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,975.224,66.0,20.0,16.0,2.0,209.91,5.7504,0.36956522,17.0,6.0,2.0,4.0,10.0,0.0,16.0,1.0,0.0,0.0,3.0
934,31-013-CAS-10361105,478.654,34.0,5.0,5.0,0.0,36.92,6.2405,0.37931034,11.0,4.0,1.0,3.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,975.224,66.0,20.0,16.0,2.0,209.91,5.7504,0.36956522,17.0,6.0,2.0,4.0,10.0,0.0,16.0,1.0,0.0,0.0,3.0
935,31-013-CAS-9419983,478.654,34.0,5.0,5.0,0.0,36.92,6.2405,0.37931034,11.0,4.0,1.0,3.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,669.677,47.0,16.0,16.0,1.0,193.17,0.8371,0.6451613,13.0,3.0,2.0,1.0,10.0,0.0,15.0,1.0,0.0,0.0,0.0
936,31-013-CAS-9549076,991.033,71.0,18.0,18.0,0.0,211.79,6.8287,0.3018868,18.0,7.0,2.0,5.0,10.0,0.0,17.0,0.0,1.0,0.0,0.0,470.526,34.0,10.0,7.0,2.0,135.01,2.706,0.45833334,12.0,3.0,1.0,2.0,5.0,0.0,6.0,4.0,0.0,0.0,0.0
937,31-013-CAS-11635380,478.654,34.0,5.0,5.0,0.0,36.92,6.2405,0.37931034,11.0,4.0,1.0,3.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,697.687,49.0,17.0,16.0,1.0,208.96,0.1673,0.625,13.0,3.0,2.0,1.0,10.0,0.0,16.0,1.0,0.0,0.0,0.0
938,31-013-CAS-9933290,478.654,34.0,5.0,5.0,0.0,36.92,6.2405,0.37931034,11.0,4.0,1.0,3.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,731.748,52.0,16.0,15.0,2.0,200.68,1.4788,0.5277778,15.0,4.0,2.0,2.0,10.0,0.0,15.0,1.0,0.0,0.0,0.0
939,31-013-CAS-2691821,478.654,34.0,5.0,5.0,0.0,36.92,6.2405,0.37931034,11.0,4.0,1.0,3.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,697.687,49.0,17.0,16.0,1.0,208.96,0.1673,0.625,13.0,3.0,2.0,1.0,10.0,0.0,16.0,1.0,0.0,0.0,0.0
940,31-013-CAS-9459343,977.006,70.0,18.0,18.0,0.0,211.79,6.4386,0.28846154,17.0,7.0,2.0,5.0,10.0,0.0,17.0,0.0,1.0,0.0,0.0,470.526,34.0,10.0,7.0,2.0,135.01,2.706,0.45833334,12.0,3.0,1.0,2.0,5.0,0.0,6.0,4.0,0.0,0.0,0.0
941,31-013-CAS-12100948,478.654,34.0,5.0,5.0,0.0,36.92,6.2405,0.37931034,11.0,4.0,1.0,3.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,854.954,62.0,16.0,13.0,2.0,198.23,5.55,0.4347826,22.0,6.0,2.0,4.0,10.0,0.0,12.0,4.0,0.0,0.0,0.0
942,31-013-CAS-13870844,626.771,45.0,8.0,8.0,0.0,80.29,7.2417,0.2972973,11.0,5.0,1.0,4.0,5.0,0.0,7.0,0.0,1.0,0.0,0.0,507.583,37.0,8.0,7.0,2.0,95.48,3.8158,0.3448276,11.0,4.0,1.0,3.0,5.0,0.0,7.0,1.0,0.0,0.0,0.0
943,31-013-CAS-4635858,622.9,43.0,8.0,7.0,0.0,63.22,7.8826,0.45714286,13.0,4.0,1.0,3.0,5.0,0.0,6.0,0.0,1.0,1.0,0.0,952.158,70.0,13.0,11.0,1.0,152.06,10.0348,0.47368422,19.0,10.0,5.0,5.0,14.0,0.0,10.0,3.0,0.0,0.0,0.0
944,31-614-CAS-34709650,530.759,36.0,8.0,7.0,0.0,63.22,6.24832,0.53571427,6.0,4.0,2.0,2.0,6.0,0.0,6.0,0.0,1.0,1.0,0.0,619.058,39.0,11.0,6.0,2.0,86.25,5.7512,0.53571427,10.0,3.0,1.0,2.0,5.0,0.0,6.0,1.0,0.0,1.0,3.0
945,31-013-CAS-16004431,520.603,37.0,8.0,8.0,0.0,80.29,5.0298,0.31034482,7.0,5.0,2.0,3.0,6.0,0.0,7.0,0.0,1.0,0.0,0.0,710.784,52.0,13.0,10.0,1.0,161.75,6.0657,0.33333334,18.0,5.0,1.0,4.0,5.0,0.0,9.0,4.0,0.0,0.0,0.0
946,31-013-CAS-6806986,626.683,45.0,10.0,10.0,0.0,114.43,5.6081,0.2,10.0,5.0,1.0,4.0,5.0,0.0,9.0,0.0,1.0,0.0,0.0,523.582,38.0,9.0,8.0,2.0,104.71,3.6866,0.3448276,11.0,4.0,1.0,3.0,5.0,0.0,8.0,1.0,0.0,0.0,0.0
947,31-013-CAS-78594,640.71,46.0,10.0,10.0,0.0,114.43,5.9982,0.22222222,11.0,5.0,1.0,4.0,5.0,0.0,9.0,0.0,1.0,0.0,0.0,523.582,38.0,9.0,8.0,2.0,104.71,3.6866,0.3448276,11.0,4.0,1.0,3.0,5.0,0.0,8.0,1.0,0.0,0.0,0.0
948,31-013-CAS-21762108,967.102,70.0,14.0,14.0,0.0,143.51,9.22142,0.30357143,17.0,9.0,3.0,6.0,11.0,0.0,13.0,0.0,1.0,0.0,0.0,515.559,37.0,10.0,9.0,1.0,120.83,1.8276,0.44444445,11.0,3.0,1.0,2.0,5.0,0.0,9.0,1.0,0.0,0.0,0.0
949,31-013-CAS-19796364,823.052,59.0,10.0,9.0,0.0,97.36,8.757,0.20408164,13.0,7.0,1.0,6.0,5.0,0.0,8.0,0.0,1.0,1.0,0.0,484.629,34.0,10.0,6.0,3.0,136.78,1.8247,0.45833334,7.0,3.0,1.0,2.0,5.0,0.0,5.0,4.0,0.0,1.0,0.0
950,31-013-CAS-13137320,823.052,59.0,10.0,9.0,0.0,97.36,8.757,0.20408164,13.0,7.0,1.0,6.0,5.0,0.0,8.0,0.0,1.0,1.0,0.0,484.629,34.0,10.0,6.0,3.0,136.78,1.8247,0.45833334,7.0,3.0,1.0,2.0,5.0,0.0,5.0,4.0,0.0,1.0,0.0
951,31-301-CAS-14974848,556.68,40.0,7.0,6.0,0.0,63.22,5.8041,0.27272728,9.0,6.0,2.0,4.0,6.0,1.0,6.0,0.0,1.0,0.0,0.0,416.474,30.0,8.0,7.0,2.0,99.14,1.4205,0.45454547,9.0,3.0,1.0,2.0,5.0,0.0,6.0,2.0,0.0,0.0,0.0
952,31-013-CAS-8143526,444.549,31.0,7.0,7.0,0.0,63.22,4.0957,0.45833334,7.0,4.0,2.0,2.0,5.0,1.0,6.0,0.0,1.0,0.0,0.0,646.741,47.0,12.0,9.0,1.0,152.52,5.9255,0.42857143,17.0,4.0,1.0,3.0,5.0,0.0,8.0,4.0,0.0,0.0,0.0
953,31-013-CAS-2665220,444.549,31.0,7.0,7.0,0.0,63.22,4.0957,0.45833334,7.0,4.0,2.0,2.0,5.0,1.0,6.0,0.0,1.0,0.0,0.0,646.741,47.0,12.0,9.0,1.0,152.52,5.9255,0.42857143,17.0,4.0,1.0,3.0,5.0,0.0,8.0,4.0,0.0,0.0,0.0
954,31-013-CAS-9988480,444.549,31.0,7.0,7.0,0.0,63.22,4.0957,0.45833334,7.0,4.0,2.0,2.0,5.0,1.0,6.0,0.0,1.0,0.0,0.0,646.741,47.0,12.0,9.0,1.0,152.52,5.9255,0.42857143,17.0,4.0,1.0,3.0,5.0,0.0,8.0,4.0,0.0,0.0,0.0
955,31-013-CAS-15150591,444.549,31.0,7.0,7.0,0.0,63.22,4.0957,0.45833334,7.0,4.0,2.0,2.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,646.741,47.0,12.0,9.0,1.0,152.52,5.9255,0.42857143,17.0,4.0,1.0,3.0,5.0,0.0,8.0,4.0,0.0,0.0,0.0
956,31-013-CAS-9655089,444.549,31.0,7.0,7.0,0.0,63.22,4.0957,0.45833334,7.0,4.0,2.0,2.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,646.741,47.0,12.0,9.0,1.0,152.52,5.9255,0.42857143,17.0,4.0,1.0,3.0,5.0,0.0,8.0,4.0,0.0,0.0,0.0
957,31-013-CAS-1183257,444.549,31.0,7.0,7.0,0.0,63.22,4.0957,0.45833334,7.0,4.0,2.0,2.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,646.741,47.0,12.0,9.0,1.0,152.52,5.9255,0.42857143,17.0,4.0,1.0,3.0,5.0,0.0,8.0,4.0,0.0,0.0,0.0
958,31-013-CAS-11583539,977.006,70.0,18.0,18.0,0.0,211.79,6.4386,0.28846154,17.0,7.0,2.0,5.0,10.0,0.0,17.0,0.0,1.0,0.0,0.0,486.525,35.0,11.0,8.0,2.0,144.24,2.5768,0.45833334,12.0,3.0,1.0,2.0,5.0,0.0,7.0,4.0,0.0,0.0,0.0
959,31-013-CAS-452353,626.771,45.0,8.0,8.0,0.0,80.29,7.2417,0.2972973,11.0,5.0,1.0,4.0,5.0,0.0,7.0,0.0,1.0,0.0,0.0,523.582,38.0,9.0,8.0,2.0,104.71,3.6866,0.3448276,11.0,4.0,1.0,3.0,5.0,0.0,8.0,1.0,0.0,0.0,0.0
960,31-013-CAS-1943497,578.727,41.0,8.0,8.0,0.0,80.29,6.2025,0.3939394,11.0,4.0,1.0,3.0,5.0,0.0,7.0,0.0,1.0,0.0,0.0,523.582,38.0,9.0,8.0,2.0,104.71,3.6866,0.3448276,11.0,4.0,1.0,3.0,5.0,0.0,8.0,1.0,0.0,0.0,0.0
961,31-013-CAS-621165,512.741,34.0,9.0,8.0,0.0,80.29,4.935,0.68,10.0,2.0,1.0,1.0,5.0,0.0,7.0,0.0,1.0,1.0,0.0,1301.497,95.0,21.0,18.0,2.0,244.38,10.4378,0.4054054,35.0,10.0,3.0,7.0,15.0,0.0,17.0,4.0,0.0,0.0,0.0
962,31-013-CAS-7581446,392.426,26.0,10.0,10.0,0.0,114.43,0.8226,0.75,7.0,1.0,1.0,0.0,5.0,0.0,9.0,0.0,1.0,0.0,0.0,569.61,42.0,9.0,8.0,2.0,120.39,4.0295,0.24242425,9.0,5.0,1.0,4.0,5.0,0.0,8.0,1.0,0.0,0.0,0.0
