Structural_Group_ID,Structural_Group_SHA256,Representative_Parent_ID,Representative_Reaction_ID,All_Parent_IDs,All_Parent_Reaction_IDs,Duplicate_Count,Donor_Canonical_SMILES,Original_Acceptor_Canonical_SMILES,O4_Acetylated_Acceptor_Canonical_SMILES,Donor_Type,Original_Target_C4_Index,Original_Target_O4_Index,Generated_Target_C4_Index,Generated_Target_O4_Index
SG-69524d37817ec20d,69524d37817ec20d884b42d2fb1a3128802292025fadb374fce5d3d964f54d22,835,31-013-CAS-1025278,835,31-013-CAS-1025278,1,CC(=O)OC[C@H]1O[C@H](Sc2ccccc2)[C@H](OC(C)=O)[C@@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)N[C@H]1[C@@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,CC(=O)N[C@H]1[C@@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1OCc1ccccc1,thioglycoside,25,26,25,26
SG-69562294f329f56f,69562294f329f56f0a8e63f67d35d95577f7eb48861c42a6c401520a37c1d5c8,724,31-614-CAS-40529879,724;725,31-614-CAS-40529879;31-013-CAS-10003094,2,Cc1ccc(S[C@@H]2O[C@H](CO[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)cc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,14,15,14,15
SG-69706f6722b9dbb1,69706f6722b9dbb1c2533ca62b8be0efc1a61befabe45e2cd6cbf0c4b6d16c3d,646,31-614-CAS-42575632,646,31-614-CAS-42575632,1,COC(=O)[C@@]1(O[C@H]2[C@@H](OC(C)=O)[C@@H](COC(C)=O)O[C@@H](OC(=Nc3ccccc3)C(F)(F)F)[C@@H]2OC(C)=O)C[C@@H]2OC(=O)N(C(C)=O)[C@H]2[C@H]([C@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O)O1,CC(=O)O[C@H]1[C@H](OCc2ccc3ccccc3c2)[C@H](O[C@H]2[C@H](O)[C@@H](COCc3ccc4ccccc4c3)O[C@@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@@H]2NC(=O)OCC(Cl)(Cl)Cl)O[C@@H](C)[C@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](OCc2ccc3ccccc3c2)[C@H](O[C@@H]2[C@@H](NC(=O)OCC(Cl)(Cl)Cl)[C@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)O[C@H](COCc3ccc4ccccc4c3)[C@H]2OC(C)=O)O[C@@H](C)[C@H]1OC(C)=O,trifluoroacetimidate,21,22,65,66
SG-69c7bd723a3c73b7,69c7bd723a3c73b759c7221707365c89ceff2bd1a55347b073f79ca1a2c8cb86,1418,31-013-CAS-16820825,1418,31-013-CAS-16820825,1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](N3C(=O)c4ccccc4C3=O)[C@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](N4C(=O)c5ccccc5C4=O)[C@H](Sc4ccccc4)O[C@@H]3COCc3ccccc3)O[C@@H]2COCc2ccccc2)O[C@@H]1COCc1ccccc1,O=C1c2ccccc2C(=O)N1[C@@H]1[C@@H](OCc2ccccc2)[C@H](O)[C@@H](COCc2ccccc2)O[C@H]1Sc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](Sc2ccccc2)O[C@@H]1COCc1ccccc1,thioglycoside,21,22,4,3
SG-69d7b0319c841439,69d7b0319c8414398b9ade00cb465466e63cb4f190eb28fc4e59b7b35743f2e3,832,31-013-CAS-3319595,832,31-013-CAS-3319595,1,COC(=O)[C@@H]1O[C@@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](N=[N+]=[N-])[C@@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](OC(=O)c4ccccc4)C(Sc4ccccc4)O[C@H]3C(=O)OC)O[C@@H]2COCc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(=O)C(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OC[C@@H](COCc2ccccc2)OCc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@@H](C(=O)OC)[C@@H](O[C@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OC[C@@H](COCc2ccccc2)OCc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@@H](C(=O)OC)[C@@H](O[C@H]3O[C@H](COCc4ccccc4)[C@@H](OC(C)=O)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,83,84,83,84
SG-69d858fce1d04c47,69d858fce1d04c47b1077ab392c9fc35d8bcf21d225a8286d0afb0ed0e8a9515,1523,31-013-CAS-19037590,1523;1524,31-013-CAS-19037590;31-013-CAS-15942087,2,COC(=O)[C@@]1(OC[C@H]2O[C@@H](Sc3ccc(C)cc3)[C@H](OC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H]2OCc2ccccc2)C[C@@H]2OC(=O)N[C@H]2[C@H]([C@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O)O1,COc1ccc(O[C@H]2O[C@H](CO[C@@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3NC(=O)OCC(Cl)(Cl)Cl)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H]2O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@H](OCc4ccccc4)[C@H](OCc4ccccc4)[C@H]3OC(C)=O)[C@H](OCc3ccccc3)[C@H]2NC(=O)OCC(Cl)(Cl)Cl)cc1,COc1ccc(O[C@H]2O[C@H](CO[C@@H]3O[C@H](COCc4ccccc4)[C@@H](OC(C)=O)[C@H](OCc4ccccc4)[C@H]3NC(=O)OCC(Cl)(Cl)Cl)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H]2O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@H](OCc4ccccc4)[C@H](OCc4ccccc4)[C@H]3OC(C)=O)[C@H](OCc3ccccc3)[C@H]2NC(=O)OCC(Cl)(Cl)Cl)cc1,thioglycoside,24,25,24,25
SG-6a2a9397ec0d92f4,6a2a9397ec0d92f45b238b25e41567096554d36ddcaae4f802968e2c87096f5e,27,31-010-CAS-13363320,27,31-010-CAS-13363320,1,CC(=O)OC[C@H]1O[C@@H](OC(=N)C(Cl)(Cl)Cl)[C@H](N2C(=O)C(C)=C(C)C2=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CCCCCCCCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,CCCCCCCCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,trichloroacetimidate,53,54,53,54
SG-6a3eae0f98cf003a,6a3eae0f98cf003a9e77806b4e8d398c6b01edfcfd5593d3c8ef3ba193e58c87,1131,31-013-CAS-16946847,1131,31-013-CAS-16946847,1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](Sc2ccccc2)O[C@@H]1COCc1ccccc1,[N-]=[N+]=N[C@@H]1[C@@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)O[C@@H]1COCc1ccccc1,thioglycoside,24,25,4,3
SG-6a62addb786f249c,6a62addb786f249c496db38bde8464932b1f638e61b8d69fd944d31aa1cbc6b2,42,31-010-CAS-4764767,42;43,31-010-CAS-4764767;31-010-CAS-2129116,2,CC(=O)O[C@H]1[C@H]2O[C@@H](c3ccccc3)OC[C@H]2O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@@H]1OC(C)=O,[N-]=[N+]=NCCOCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](O)[C@H]1N1C(=O)c2ccccc2C1=O,CC(=O)O[C@H]1[C@H](O)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](OCCOCCN=[N+]=[N-])O[C@@H]1COCc1ccccc1,trichloroacetimidate,21,22,4,3
SG-6a9772eb8bc8f05d,6a9772eb8bc8f05d821a528f128b85999665b0288a79d419b9053ccb81733de3,500,31-010-CAS-7245483,500,31-010-CAS-7245483,1,C=CCO[C@H]1[C@H](OCc2ccccc2)[C@@H](OC(C)=O)[C@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](N(C(C)=O)C(C)=O)[C@@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](OC(C)=O)C(OC(=N)C(Cl)(Cl)Cl)O[C@H]3C(=O)OC)O[C@@H]2COCc2ccccc2)O[C@H]1C(=O)OC,CC(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](O[Si](C)(C)C(C)(C)C)O[C@@H]1COCc1ccccc1,trichloroacetimidate,20,21,4,3
SG-6b27c03a73302b43,6b27c03a73302b43018099dcce1fc97bb03a6ce03998efe6f3e3fad64ac142a5,616,31-010-CAS-16962395,616,31-010-CAS-16962395,1,O=C(N[C@H]1[C@@H](OC(=Nc2ccccc2)C(F)(F)F)O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@@H]3CO[C@@H](c4ccccc4)O[C@H]3[C@H](OCc3ccc4ccccc4c3)[C@@H]2OCc2ccccc2)[C@@H]1OCc1ccccc1)OCC(Cl)(Cl)Cl,CC(=O)CCC(=O)OC[C@H]1O[C@@H](OCc2ccccc2)[C@H](NC(=O)OCC(Cl)(Cl)Cl)[C@@H](OCc2ccccc2)[C@@H]1O,CC(=O)CCC(=O)OC[C@H]1O[C@@H](OCc2ccccc2)[C@H](NC(=O)OCC(Cl)(Cl)Cl)[C@@H](OCc2ccccc2)[C@@H]1OC(C)=O,trifluoroacetimidate,39,40,39,40
SG-6ba6027e7f8a7985,6ba6027e7f8a798537ab92039e3bfab09eaec69d40f76ce7a306a290fae61131,943,31-013-CAS-4635858,943,31-013-CAS-4635858,1,CCS[C@H]1O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1OC(=O)c1ccccc1,CC1(C)[C@H]2CC[C@]1(C)[C@]1(C2)O[C@@H]2[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](O[C@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@@H]2O1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@@H](O[C@@H]2[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H]3O[C@]4(C[C@@H]5CC[C@@]4(C)C5(C)C)O[C@@H]23)O[C@@H]1COCc1ccccc1,thioglycoside,53,54,4,3
SG-6bb82c4554118b8a,6bb82c4554118b8a3d76db069c9e895f175e1813331693aef2a98fe4b30fd968,253,31-010-CAS-7308832,253,31-010-CAS-7308832,1,CC(=O)O[C@@H]1[C@H](OC(C)=O)[C@@H](OC(C)=O)C(OC(=N)C(Cl)(Cl)Cl)O[C@@H]1COCc1ccccc1,C=CCO[C@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@@H](N=[N+]=[N-])[C@@H]1NC(C)=O,C=CCO[C@@H]1[C@@H](NC(C)=O)[C@H](N=[N+]=[N-])O[C@H](COCc2ccccc2)[C@H]1OC(C)=O,trichloroacetimidate,5,6,25,26
SG-6bfbb5fea6e148f6,6bfbb5fea6e148f6eba002ada634b1c2e004eb05a21925cc0482a55d7dae7ca9,1160,31-013-CAS-17453665,1160,31-013-CAS-17453665,1,CCS[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1N1C(=O)c2ccccc2C1=O,CO[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O)[C@H](O[C@H](C)C(=O)OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,CO[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(C)=O)[C@H](O[C@H](C)C(=O)OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,15,16,15,16
SG-6c485cba55b5d4d7,6c485cba55b5d4d787a9db6be2317f6378cb25f7646fc3cc53b0003c4698730e,94,31-010-CAS-7834697,94,31-010-CAS-7834697,1,CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](C)O[C@@H](OC(=N)C(Cl)(Cl)Cl)[C@@H]1OC(C)=O,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](COC(=O)c7ccccc7)[C@@H](O)[C@H](OC(=O)c7ccccc7)[C@H]6NC(=O)OCC(Cl)(Cl)Cl)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,CC(=O)O[C@H]1[C@H](OC(=O)c2ccccc2)[C@@H](NC(=O)OCC(Cl)(Cl)Cl)[C@H](O[C@H]2CC[C@@]3(C)C(=CC[C@H]4[C@@H]5C[C@@H]6O[C@]7(CC[C@@H](C)CO7)[C@@H](C)[C@@H]6[C@@]5(C)CC[C@@H]43)C2)O[C@@H]1COC(=O)c1ccccc1,trichloroacetimidate,31,32,4,3
SG-6c9aa6b84beeab65,6c9aa6b84beeab65c5d6740eb9638ed71877196a3c3b6ed1e41bf04df94eb2f8,1480,31-013-CAS-13135500,1480,31-013-CAS-13135500,1,CC(=O)OC[C@H]1O[C@@H](Sc2ccccc2)[C@H](NC(=O)OCC(Cl)(Cl)Cl)[C@@H](OC(C)=O)[C@H]1OC(C)=O,O=C1c2ccccc2C(=O)N1[C@H]1[C@H](OCCCCCCCl)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](OCCCCCCCl)O[C@@H]1COCc1ccccc1,thioglycoside,32,33,4,3
SG-6caa987f3fb35bfb,6caa987f3fb35bfb87a05df1a79faa08e97b26de51d57c239ece5b9fc575ec3a,744,31-013-CAS-5828265,744,31-013-CAS-5828265,1,COC(=O)[C@H]1O[C@@H](Sc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(C)=O)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],[N-]=[N+]=N[C@H]1[C@@H]2OC[C@@H](O2)[C@@H](O)[C@@H]1OCc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@@H]2OC[C@H]1O2,thioglycoside,9,10,4,3
SG-6ce7cdfb868acabc,6ce7cdfb868acabc845f452cb167dad338cbe749ce3f98e1d73ff6f836907ecd,263,31-010-CAS-5087865,263,31-010-CAS-5087865,1,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CO[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O)[C@H](O)[C@H]1N1C(=O)C(C)=C(C)C1=O,CO[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(C)=O)[C@H](O)[C@H]1N1C(=O)C(C)=C(C)C1=O,trichloroacetimidate,15,16,15,16
SG-6cf549f51acca968,6cf549f51acca968db7ab90f8c7a0df89204d5941a519b17c636711990185aef,1300,31-301-CAS-3348443,1300,31-301-CAS-3348443,1,O=S(c1ccccc1)[C@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccc3ccccc3c2)[C@@H]1OCc1ccccc1,CC(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](O[Si](C)(C)C(C)(C)C)O[C@@H]1COCc1ccccc1,thioglycoside,20,21,4,3
SG-6d65557f5f8025e7,6d65557f5f8025e719b5e13714c42b808bd1e3049c5ba101f2a0f8390cc6f133,1324,31-013-CAS-20164630,1324,31-013-CAS-20164630,1,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,[N-]=[N+]=NCCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](OCCCCN=[N+]=[N-])O[C@@H]1COCc1ccccc1,thioglycoside,20,21,4,3
SG-6d7af2d4dfb702ac,6d7af2d4dfb702acc29aade06dd331585a2a16fd6731eab884f8f99405e25fe2,1003,31-614-CAS-27094234,1003,31-614-CAS-27094234,1,COC(=O)[C@@H]1O[C@@H](SS(=O)(=O)c2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OC(=O)CCl,CO[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N(C)C(=O)OCc1ccccc1,CO[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N(C)C(=O)OCc1ccccc1,thioglycoside,15,16,15,16
SG-6d7ea5239e2f7c14,6d7ea5239e2f7c14de4fbfaf2adf14ffe20611bb53d72a054b064a4ede111b86,781,31-013-CAS-10414006,781,31-013-CAS-10414006,1,COC(=O)[C@@H]1O[C@H](Sc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@@H](C(=O)OC)[C@@H](O[C@H]3O[C@H](COCc4ccccc4)[C@@H](OCc4ccc(OC)cc4)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OC[C@@H](COCc2ccccc2)OCc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@@H](C(=O)OC)[C@@H](O[C@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OC[C@@H](COCc2ccccc2)OCc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@@H](C(=O)OC)[C@@H](O[C@H]3O[C@H](COCc4ccccc4)[C@@H](OC(C)=O)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,83,84,83,84
SG-6dd7251282567d34,6dd7251282567d34ad51db4295a6f09d8e503689a6a6a72a5418e5494de823df,86,31-010-CAS-8677721,86,31-010-CAS-8677721,1,COC(=O)[C@H]1O[C@@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,O=C1N[C@@H]2[C@@H](O1)[C@H](O)[C@@H](COCc1ccccc1)O[C@H]2Sc1ccccc1,CC(=O)O[C@H]1[C@@H]2OC(=O)N[C@H]2[C@H](Sc2ccccc2)O[C@@H]1COCc1ccccc1,trichloroacetimidate,6,7,4,3
SG-6e057061d493cb4f,6e057061d493cb4fe4ffb4e9df542af61dfc13d1b20061f6581d5da99ffd2787,1072,31-013-CAS-4879719,1072,31-013-CAS-4879719,1,CCSC1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(=O)N[C@@H]1[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@H](O)[C@@H](COCc2ccccc2)O[C@H]1N=[N+]=[N-],CC(=O)N[C@@H]1[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](COCc2ccccc2)O[C@H]1N=[N+]=[N-],thioglycoside,34,35,34,35
SG-6e76ffad5f625150,6e76ffad5f625150c5c9ba1115cf7e681887f3ff2657af8905ce51e94fd5cc98,1020,31-013-CAS-21812642,1020;1021,31-013-CAS-21812642;31-013-CAS-15248480,2,CCS[C@H]1O[C@@H](C)[C@@H](OCc2ccc(OC)cc2)[C@@H](OCc2ccc(OC)cc2)[C@@H]1OCc1ccc(OC)cc1,CC(=O)N[C@@H]1[C@@H](O[C@@H]2O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@H](O)[C@@H](COC(C)=O)O[C@H]1SCC#N,CC(=O)N[C@@H]1[C@@H](O[C@@H]2O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](COC(C)=O)O[C@H]1SCC#N,thioglycoside,30,31,30,31
SG-6e84c080afe3c524,6e84c080afe3c52414f470c02f3071c253a1e640ab1232a289980fc699f4e136,677,31-013-CAS-3134189,677,31-013-CAS-3134189,1,CCS[C@H]1O[C@H](C)[C@@H](N=[N+]=[N-])[C@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](C)[C@@H](N=[N+]=[N-])[C@H](OCc2ccccc2)[C@@H]1OC(=O)c1ccccc1,COC(=O)CCCCCO[C@H]1O[C@H](C)[C@@H](N=[N+]=[N-])[C@H](OCc2ccccc2)[C@@H]1O,COC(=O)CCCCCO[C@H]1O[C@H](C)[C@@H](N=[N+]=[N-])[C@H](OCc2ccccc2)[C@@H]1OC(C)=O,thioglycoside,27,28,27,28
SG-6e8a8a9b72ed3296,6e8a8a9b72ed3296a84dfb2c33e67c756cd056aaf96f60e86b8fcf27d7084b2b,1137,31-013-CAS-9961430,1137,31-013-CAS-9961430,1,CCS[C@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(=O)N[C@H]1[C@H](OCCCCCCCl)O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COC(=O)C(C)(C)C)[C@H](OC(C)=O)[C@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](O[C@@H]4O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4OC(C)=O)[C@H]3NC(=O)C(Cl)(Cl)Cl)[C@H]2OC(C)=O)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(=O)N[C@H]1[C@H](OCCCCCCCl)O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COC(=O)C(C)(C)C)[C@H](OC(C)=O)[C@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](OC(C)=O)[C@H](O[C@@H]4O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4OC(C)=O)[C@H]3NC(=O)C(Cl)(Cl)Cl)[C@H]2OC(C)=O)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,thioglycoside,57,58,57,58
SG-6ea63b42113e32fd,6ea63b42113e32fd09e27e20c91a5a549b3b8ccd87dc6ffc4ce407e64631b84e,237,31-010-CAS-2949517,237,31-010-CAS-2949517,1,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,C=CCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OC(=O)CCl)[C@H]3NC(=O)C(Cl)(Cl)Cl)[C@H]2OC(C)=O)[C@H](OC(=O)OCC(Cl)(Cl)Cl)[C@H]1NC(C)=O,C=CCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](OC(C)=O)[C@H](OC(=O)CCl)[C@H]3NC(=O)C(Cl)(Cl)Cl)[C@H]2OC(C)=O)[C@H](OC(=O)OCC(Cl)(Cl)Cl)[C@H]1NC(C)=O,trichloroacetimidate,45,46,45,46
