Template_ID,Donor_Type,Solvent,Solvent_Component_IDs,Catalyst,Catalyst_Component_IDs,Temp_C,Time_min,has_solvent,has_catalyst,has_temp,has_time,Template_Support_Count,Alpha_Success_Count,Beta_Success_Count,Representative_Reaction_ID,Supporting_Reaction_IDs,Supporting_Sources,Condition_Recipe_Completeness,Unique_Full_Reaction_Count
CT_09609c03049c8b99,thioglycoside,Dichloromethane,3,Sodium thiosulfate,16,-65.0,20.0,1,1,1,1,1,0,1,31-013-CAS-10791991,31-013-CAS-10791991,"Tetrahedron Letters (2010), 51(14), 1910-1913",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_09ec434366f6da68,thioglycoside,Benzene,14,N-Iodosuccinimide,5,7.0,4320.0,1,1,1,1,1,1,0,31-013-CAS-7890438,31-013-CAS-7890438,"Carbohydrate Research (2003), 338(6), 503-514",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_0ac5cb2579fd2364,thioglycoside,Toluene,5,Trimethylsilyl triflate,3,0.0,960.0,1,1,1,1,1,1,0,31-013-CAS-16587031,31-013-CAS-16587031,"Chemical Science (2013), 4(1), 468-481",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_0e2a4e3c961f6090,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,-20.0,20.0,1,1,1,1,1,0,1,31-013-CAS-10771391,31-013-CAS-10771391,"Journal of the American Chemical Society (2003), 125(20), 6149-6159",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_13201d72aedc47ca,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,-40.0,900.0,1,1,1,1,1,0,1,31-013-CAS-10274383,31-013-CAS-10274383,"Macromolecular Bioscience (2006), 6(10), 862-872",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_1414c02a65cf4266,thioglycoside,Dichloromethane;Toluene,3;5,N-Iodosuccinimide,5,25.0,60.0,1,1,1,1,1,0,1,31-614-CAS-43414513,31-614-CAS-43414513,"World Intellectual Property Organization, WO2024208383 A1 2024-10-10",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_1443c1dec7d79528,thioglycoside,Dichloromethane,3,Trifluoroacetic acid,17,25.0,120.0,1,1,1,1,1,0,1,31-013-CAS-20519347,31-013-CAS-20519347,"Carbohydrate Research (2019), 483, 107743",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_193f8f34a1545292,thioglycoside,Dichloromethane;Diethyl ether,3;4,Trifluoromethanesulfonic acid,6,-20.0,120.0,1,1,1,1,1,0,1,31-013-CAS-7313950,31-013-CAS-7313950,"United States, US5874411 A 1999-02-23",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_1a3d9605b39e0003,thioglycoside,Dichloromethane,3,Trimethylsilyl triflate,3,-20.0,10.0,1,1,1,1,1,0,1,31-013-CAS-16646504,31-013-CAS-16646504,"Journal of the American Chemical Society (2017), 139(2), 1011-1018",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_1bc019e8e9306354,thioglycoside,Acetic acid;Dichloromethane,3;22,Triethylamine,4,25.0,30.0,1,1,1,1,1,1,0,31-013-CAS-9961430,31-013-CAS-9961430,"Journal of Organic Chemistry (2015), 80(16), 8073-8083",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_1bdd43576b5c9ba6,thioglycoside,Toluene,5,Trifluoromethanesulfonic acid,6,0.0,480.0,1,1,1,1,1,1,0,31-013-CAS-2282258,31-013-CAS-2282258,"Organic Letters (2011), 13(3), 378-381",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_1cd2c62481abf89c,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,-40.0,60.0,1,1,1,1,1,0,1,31-013-CAS-12680725,31-013-CAS-12680725,"Organic Letters (2012), 14(8), 2102-2105",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_212fb088fc689b4b,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,-78.0,120.0,1,1,1,1,1,0,1,31-013-CAS-621425,31-013-CAS-621425,"Organic & Biomolecular Chemistry (2010), 8(1), 128-136",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_21352dae07dfc2c4,thioglycoside,Dichloroethane,9,Trimethylsilyl triflate,3,25.0,30.0,1,1,1,1,1,1,0,31-614-CAS-45240845,31-614-CAS-45240845,"Organic Letters (2024), 26(3), 745-750",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_2142447cd032ead7,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic anhydride,9,-78.0,20.0,1,1,1,1,1,0,1,31-013-CAS-16890476,31-013-CAS-16890476,"United States, US20160361436 A1 2016-12-15",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_2166aa7554689506,thioglycoside,Dichloromethane,3,Methyl triflate,11,25.0,10.0,1,1,1,1,1,0,1,31-013-CAS-7889658,31-013-CAS-7889658,"Organic Letters (2008), 10(5), 905-908",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_24101c5c60faa383,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,-15.0,60.0,1,1,1,1,1,0,1,31-614-CAS-40218511,31-614-CAS-40218511,"Angewandte Chemie, International Edition (2021), 60(26), 14679-14692",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_24ccc65fb40150bc,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,-78.0,360.0,1,1,1,1,1,0,1,31-614-CAS-40276979,31-614-CAS-40276979,"Carbohydrate Research (2023), 525, 108764",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_28c74213957feac8,thioglycoside,Dichloromethane;Diethyl ether,3;4,Triethylamine,4,25.0,60.0,1,1,1,1,1,1,0,31-013-CAS-5560590,31-013-CAS-5560590,"Journal of Organic Chemistry (2003), 68(10), 4020-4029",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_2994df057ed92ec1,thioglycoside,Dichloromethane,3,Triethylamine,4,-60.0,40.0,1,1,1,1,1,0,1,31-301-CAS-21409470,31-301-CAS-21409470,"Nature Chemistry (2016), 8(4), 338-346",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_29b0d5cb6a9f473c,thioglycoside,Dichloromethane,3,Bromine,18,0.0,90.0,1,1,1,1,1,1,0,31-013-CAS-5882,31-013-CAS-5882,"Organic & Biomolecular Chemistry (2013), 11(29), 4825-4830",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_2c313c07a4b8d4f9,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,-60.0,240.0,1,1,1,1,1,1,0,31-614-CAS-37588026,31-614-CAS-37588026,"Journal of the American Chemical Society (2020), 142(11), 5282-5292",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_2cc5a0a4e269c435,thioglycoside,Dichloromethane,3,Triethylamine,4,-40.0,30.0,1,1,1,1,1,0,1,31-013-CAS-20421021,31-013-CAS-20421021,"Angewandte Chemie, International Edition (2019), 58(31), 10547-10552",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_2d08fcec419edf02,thioglycoside,Dichloromethane;Toluene,3;5,Trifluoromethanesulfonic acid,6,25.0,20.0,1,1,1,1,1,0,1,31-013-CAS-276591,31-013-CAS-276591,"World Intellectual Property Organization, WO9948515 A1 1999-09-30",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_2e7b37eb5f966b41,thioglycoside,Dichloromethane,3,Bromine,18,-30.0,120.0,1,1,1,1,1,1,0,31-013-CAS-8252853,31-013-CAS-8252853,"Nature Protocols (2013), 8(10), 1870-1889",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_2ef4087ec08ca87f,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,25.0,45.0,1,1,1,1,1,0,1,31-013-CAS-2565194,31-013-CAS-2565194,"Tetrahedron: Asymmetry (2009), 20(6-8), 851-856",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_2f155805ae592084,thioglycoside,Dichloromethane,3,Triethyl phosphite,28,-60.0,30.0,1,1,1,1,1,0,1,31-013-CAS-11455285,31-013-CAS-11455285,"Tetrahedron (2010), 66(15), 2809-2814",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_321a18010e9fb5db,thioglycoside,Dichloromethane,3,Diphenyl sulfoxide,15,25.0,60.0,1,1,1,1,1,1,0,31-013-CAS-14640673,31-013-CAS-14640673,"Organic & Biomolecular Chemistry (2008), 6(15), 2692-2696",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_330bad92e32bff72,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,-20.0,30.0,1,1,1,1,1,0,1,31-614-CAS-40218507,31-614-CAS-40218507,"Angewandte Chemie, International Edition (2021), 60(26), 14679-14692",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_331bba8a367a4f15,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,-15.0,240.0,1,1,1,1,1,0,1,31-614-CAS-40218495,31-614-CAS-40218495,"Angewandte Chemie, International Edition (2021), 60(26), 14679-14692",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_35a22eea900cea19,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,-42.0,80.0,1,1,1,1,1,0,1,31-013-CAS-15100866,31-013-CAS-15100866,"Carbohydrate Research (2006), 341(10), 1363-1369",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_3635a953c5893e9d,thioglycoside,Dichloromethane,3,Triethylamine,4,-78.0,15.0,1,1,1,1,1,1,0,31-013-CAS-12076595,31-013-CAS-12076595,"Carbohydrate Research (2009), 344(3), 285-290",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_3700ceae9c730ee2,thioglycoside,Dichloromethane;Toluene,3;5,Trifluoromethanesulfonic acid,6,0.0,30.0,1,1,1,1,1,0,1,31-614-CAS-38021969,31-614-CAS-38021969,"Organic & Biomolecular Chemistry (2022), 20(42), 8243-8258",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_376f9242493e009c,thioglycoside,Dichloromethane,3,Methyl triflate,11,25.0,900.0,1,1,1,1,1,0,1,31-013-CAS-2274810,31-013-CAS-2274810,"Organic & Biomolecular Chemistry (2009), 7(15), 3128-3140",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_37b64947d0bf08b0,thioglycoside,Toluene,5,Trifluoromethanesulfonic acid,6,25.0,360.0,1,1,1,1,1,1,0,31-013-CAS-7432796,31-013-CAS-7432796,"ACS Chemical Biology (2012), 7(8), 1420-1428",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_37d30883235458ef,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,25.0,25.0,1,1,1,1,1,1,0,31-013-CAS-20839029,31-013-CAS-20839029,"Carbohydrate Research (2019), 485, 107817",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_38c35b41fd30e216,thioglycoside,Dichloromethane,3,1-(Phenylsulfonyl)piperidine,14,-60.0,5.0,1,1,1,1,1,0,1,31-013-CAS-11908517,31-013-CAS-11908517,"World Intellectual Property Organization, WO2012135049 A1 2012-10-04",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_3bb8ff7c20524a74,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,-20.0,45.0,1,1,1,1,1,0,1,31-614-CAS-39984457,31-614-CAS-39984457,"Tetrahedron (2023), 137, 133379",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_3cf493cf63574e7d,thioglycoside,Dichloromethane,3,Triethylamine,4,-60.0,20.0,1,1,1,1,1,1,0,31-013-CAS-17261532,31-013-CAS-17261532,"Tetrahedron Letters (2017), 58(22), 2109-2112",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_3dd31269b9da6cde,thioglycoside,Dichloromethane;Diethyl ether,3;4,Triethylamine,4,0.0,30.0,1,1,1,1,1,1,0,31-013-CAS-11935268,31-013-CAS-11935268,"Tetrahedron (2008), 64(42), 9865-9873",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_3e4eb6b2c1ff7e89,thioglycoside,Dichloromethane,3,Diphenyl sulfoxide,15,25.0,10.0,1,1,1,1,1,0,1,31-013-CAS-11843237,31-013-CAS-11843237,"Organic Letters (2015), 17(4), 928-931",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_3fad9e418ec4aef1,thioglycoside,Dichloromethane,3,Sodium bicarbonate,8,-78.0,5.0,1,1,1,1,1,1,0,31-013-CAS-1252855,31-013-CAS-1252855,"e-EROS Encyclopedia of Reagents for Organic Synthesis (2004), 1-2",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_40dd53484dd304d2,thioglycoside,Toluene,5,N-Iodosuccinimide,5,25.0,30.0,1,1,1,1,1,0,1,31-013-CAS-3484263,31-013-CAS-3484263,"Tetrahedron (2010), 66(37), 7373-7383",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_4382f018913f9232,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,-60.0,20.0,1,1,1,1,1,1,0,31-013-CAS-8661272,31-013-CAS-8661272,"Tetrahedron Letters (2010), 51(14), 1910-1913",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_43fe63d538260463,thioglycoside,Dichloromethane,3,Triethylamine,4,-40.0,20.0,1,1,1,1,1,0,1,31-013-CAS-21762108,31-013-CAS-21762108,"European Journal of Organic Chemistry (2020), 2020(12), 1802-1810",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_441dcd7d643d3e41,thioglycoside,Dichloromethane,3,Methyl triflate,11,25.0,60.0,1,1,1,1,1,0,1,31-013-CAS-1778263,31-013-CAS-1778263,"Journal of the American Chemical Society (2013), 135(45), 16895-16903",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_473c76b5921ad385,thioglycoside,Dichloromethane;Toluene,3;5,Silver triflate,10,0.0,30.0,1,1,1,1,1,0,1,31-013-CAS-13659998,31-013-CAS-13659998,"Carbohydrate Research (1997), 300(2), 127-138",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_475531a94534bc58,thioglycoside,Dichloromethane,3,Triethylamine,4,-60.0,60.0,1,1,1,1,1,0,1,31-013-CAS-5407380,31-013-CAS-5407380,"Science (Washington, DC, United States) (2013), 341(6144), 379-383",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_4bae0ff453486737,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,25.0,180.0,1,1,1,1,1,0,1,31-013-CAS-8874229,31-013-CAS-8874229,"European Journal of Organic Chemistry (2003), (18), 3569-3586",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_4daa1b930a5e004b,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic anhydride,9,-60.0,90.0,1,1,1,1,1,0,1,31-013-CAS-13652356,31-013-CAS-13652356,"Organic & Biomolecular Chemistry (2015), 13(47), 11518-11528",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_4f3d312934657a70,thioglycoside,Dichloromethane,3,Triethylamine,4,-20.0,150.0,1,1,1,1,1,0,1,31-013-CAS-9389396,31-013-CAS-9389396,"Japan, JP2010229126 A 2010-10-14",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_4f3dcf425db5c343,thioglycoside,Dichloromethane,3,Diphenyl sulfoxide,15,-60.0,10.0,1,1,1,1,1,0,1,31-013-CAS-10860550,31-013-CAS-10860550,"Organic Letters (2012), 14(8), 2102-2105",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_4fc05eae5d6f44f5,thioglycoside,Dichloromethane,3,Tetrabutylammonium bromide,19,21.0,240.0,1,1,1,1,1,1,0,31-013-CAS-9933290,31-013-CAS-9933290,"Russian Chemical Bulletin (2015), 64(5), 1134-1141",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_5060d7b3da7c1272,thioglycoside,Dichloromethane;Methanol,3;7,N-Iodosuccinimide,5,-30.0,30.0,1,1,1,1,1,0,1,31-013-CAS-2225323,31-013-CAS-2225323,"European Journal of Organic Chemistry (2012), 2012(26), 5054-5068, S5054/1-S5054/12",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_50c6b2eaec88f08d,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,-40.0,60.0,1,1,1,1,1,1,0,31-013-CAS-23633955,31-013-CAS-23633955,"Angewandte Chemie, International Edition (2021), 60(22), 12413-12423",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_5253b6c2bc3c21da,thioglycoside,Dichloromethane,3,Triethylamine,4,-35.0,90.0,1,1,1,1,1,0,1,31-013-CAS-621165,31-013-CAS-621165,"Beilstein Journal of Organic Chemistry (2010), 6, No pp. given, No. 80",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_5673c4e02c28d5f7,thioglycoside,Dichloromethane,3,Trifluoroacetic acid,17,-20.0,180.0,1,1,1,1,1,0,1,31-013-CAS-21945116,31-013-CAS-21945116,"Angewandte Chemie, International Edition (2019), 58(14), 4526-4530",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_56c86d8c85666f01,thioglycoside,Dichloromethane,3,Diphenyl sulfoxide,15,-72.0,5.0,1,1,1,1,1,1,0,31-614-CAS-27094234,31-614-CAS-27094234,"European Journal of Medicinal Chemistry (2017), 126, 1039-1055",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_5710c56eae716e55,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,-60.0,30.0,1,1,1,1,1,0,1,31-614-CAS-45260380,31-614-CAS-45260380,"World Intellectual Property Organization, WO2025038915 A2 2025-02-20",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_597149f37d3bdab4,thioglycoside,Dichloromethane,3,Copper bromide,20,25.0,30.0,1,1,1,1,1,1,0,31-013-CAS-14210003,31-013-CAS-14210003,"United States, US5874411 A 1999-02-23",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_59c0e805189cfdee,thioglycoside,Dichloromethane,3,Triethylamine,4,-70.0,45.0,1,1,1,1,1,0,1,31-614-CAS-24965173,31-614-CAS-24965173,"Journal of the American Chemical Society (2009), 131(46), 16669-16671",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_5b2eff137ff91fff,thioglycoside,Dichloromethane;Diethyl ether,3;4,Trifluoromethanesulfonic acid,6,25.0,30.0,1,1,1,1,1,1,0,31-013-CAS-16017995,31-013-CAS-16017995,"Beilstein Journal of Organic Chemistry (2014), 10, 293-299, 7 pp.",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_5c32ddff13a3f86a,thioglycoside,Dichloromethane,3,Methyl triflate,11,0.0,180.0,1,1,1,1,1,0,1,31-013-CAS-1115685,31-013-CAS-1115685,"Carbohydrate Research (2007), 342(5), 675-695",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_5cc8b57ee0f4c694,thioglycoside,Dichloromethane;Diethyl ether;Methanol,3;4;7,Trifluoromethanesulfonic acid,6,0.0,90.0,1,1,1,1,1,0,1,31-013-CAS-9139379,31-013-CAS-9139379,"Bioorganic & Medicinal Chemistry (2014), 22(4), 1394-1403",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_5e7b27f1decb6c2c,thioglycoside,Dichloromethane,3,Sulfobromophthalein,24,-60.0,10.0,1,1,1,1,1,0,1,31-013-CAS-22252750,31-013-CAS-22252750,"Bioorganic & Medicinal Chemistry (2018), 26(9), 2262-2270",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_61200ebe642dfbce,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,-30.0,40.0,1,1,1,1,1,0,1,31-013-CAS-6657006,31-013-CAS-6657006,"Science China: Chemistry (2010), 53(9), 1963-1969",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_636d2f17d1764cad,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,0.0,120.0,1,1,1,1,1,0,1,31-013-CAS-21013700,31-013-CAS-21013700,"Journal of the American Chemical Society (2020), 142(1), 456-467",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_63b0e36f076af7bf,thioglycoside,Dichloromethane,3,Triethylamine,4,-78.0,180.0,1,1,1,1,1,0,1,31-013-CAS-3374199,31-013-CAS-3374199,"Nature Chemistry (2011), 3(7), 557-563",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_63cf38c05568ef84,thioglycoside,Dichloromethane;Triethylamine,3;10,Trimethylsilyl triflate,3,-25.0,180.0,1,1,1,1,1,1,0,31-013-CAS-13815318,31-013-CAS-13815318,"Tetrahedron Letters (2003), 44(18), 3691-3695",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_662f0de786080049,thioglycoside,Dichloromethane;Toluene,3;5,Triethylamine,4,25.0,30.0,1,1,1,1,1,1,0,31-013-CAS-21186032,31-013-CAS-21186032,"ACS Chemical Biology (2019), 14(9), 1921-1929",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_663871e2c0893178,thioglycoside,Dichloromethane;Triethylamine,3;10,N-Iodosuccinimide,5,25.0,120.0,1,1,1,1,1,1,0,31-013-CAS-8306668,31-013-CAS-8306668,"Chemical Communications (Cambridge, United Kingdom) (2008), (21), 2465-2467",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_68aa1705ef257565,thioglycoside,Dichloromethane,3,Trimethylsilyl triflate,3,25.0,45.0,1,1,1,1,1,0,1,31-013-CAS-1600664,31-013-CAS-1600664,"Journal of the American Chemical Society (2009), 131(46), 16669-16671",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_68ff84ba27632e99,thioglycoside,Dichloromethane,3,Trimethylsilyl triflate,3,-10.0,60.0,1,1,1,1,1,1,0,31-013-CAS-6871905,31-013-CAS-6871905,"Chemistry - A European Journal (2014), 20(13), 3578-3583",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_6a79fdd960f7950e,thioglycoside,Dichloromethane;Toluene,3;5,Bromine,18,25.0,240.0,1,1,1,1,1,0,1,31-013-CAS-2148806,31-013-CAS-2148806,"European Journal of Organic Chemistry (2003), (18), 3569-3586",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_6b10f7d0cdc69836,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,-50.0,120.0,1,1,1,1,1,0,1,31-013-CAS-15942087,31-013-CAS-15942087,"Nature Chemistry (2016), 8(4), 338-346",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_6d32fef94fa11135,thioglycoside,Dichloroethane,9,Silver triflate,10,25.0,120.0,1,1,1,1,1,0,1,31-013-CAS-15735982,31-013-CAS-15735982,"Journal of Organic Chemistry (2016), 81(14), 5981-5987",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_6f0ded4f95bfa609,thioglycoside,Dichloromethane;Diethyl ether,3;4,Triethylamine,4,0.0,180.0,1,1,1,1,1,0,1,31-013-CAS-16760997,31-013-CAS-16760997,"Angewandte Chemie, International Edition (2017), 56(9), 2312-2317",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_6fbe4988a75d315e,thioglycoside,Dichloromethane;Toluene,3;5,Sodium thiosulfate,16,25.0,30.0,1,1,1,1,1,1,0,31-013-CAS-18792530,31-013-CAS-18792530,"World Intellectual Property Organization, WO2014052585 A1 2014-04-03",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_7138ec6928abc6c0,thioglycoside,Toluene,5,Trifluoromethanesulfonic acid,6,25.0,20.0,1,1,1,1,1,0,1,31-013-CAS-8037474,31-013-CAS-8037474,"Journal of the American Chemical Society (2003), 125(20), 6149-6159",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_733a7265e75930b2,thioglycoside,Propionitrile,20,Trifluoromethanesulfonic anhydride,9,-78.0,10.0,1,1,1,1,1,1,0,31-013-CAS-3859968,31-013-CAS-3859968,"Tetrahedron (2008), 64(11), 2611-2618",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_79a90f4ebb8b2cfd,thioglycoside,Toluene,5,N-Iodosuccinimide,5,25.0,60.0,1,1,1,1,1,0,1,31-013-CAS-11179214,31-013-CAS-11179214,"European Journal of Organic Chemistry (2013), 2013(32), 7382-7390",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_79c504e1b66aab0a,thioglycoside,Chloroform,11,Triethylamine,4,25.0,30.0,1,1,1,1,1,1,0,31-013-CAS-1216240,31-013-CAS-1216240,"Organic & Biomolecular Chemistry (2007), 5(18), 2953-2961",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_7cedeb6da5967e89,thioglycoside,Dichloromethane,3,Tetrabutylammonium bromide,19,25.0,10.0,1,1,1,1,1,1,0,31-013-CAS-12553374,31-013-CAS-12553374,"Journal of Organic Chemistry (2015), 80(10), 4851-4860",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_7ef32ae953e3118e,thioglycoside,Dichloromethane,3,N-Iodosuccinimide,5,-20.0,60.0,1,1,1,1,1,0,1,31-013-CAS-8286031,31-013-CAS-8286031,"Carbohydrate Research (2003), 338(12), 1313-1318",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_7f5afd5fe772921e,thioglycoside,Dichloromethane,3,Tetrabutylammonium bromide,19,25.0,60.0,1,1,1,1,1,1,0,31-013-CAS-21812652,31-013-CAS-21812652,"World Intellectual Property Organization, WO2019211595 A1 2019-11-07",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_815fe04a25cc248c,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,-20.0,60.0,1,1,1,1,1,0,1,31-013-CAS-8257226,31-013-CAS-8257226,"Angewandte Chemie, International Edition (2016), 55(15), 4767-4771",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_82405096f1642dc6,thioglycoside,Dichloromethane,3,Trifluoromethanesulfonic acid,6,-78.0,60.0,1,1,1,1,1,0,1,31-013-CAS-4659620,31-013-CAS-4659620,"Journal of Medicinal Chemistry (2005), 48(9), 3126-3129",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_87cda5392e074181,thioglycoside,Dichloromethane;Methanol,3;7,N-Iodosuccinimide,5,22.0,60.0,1,1,1,1,1,1,0,31-013-CAS-1838282,31-013-CAS-1838282,"Synlett (2015), 26(16), 2267-2271",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_880ccb64a2105c76,thioglycoside,Dichloromethane;Methanol,3;7,Trifluoroacetic acid,17,25.0,30.0,1,1,1,1,1,0,1,31-614-CAS-38307143,31-614-CAS-38307143,"World Intellectual Property Organization, WO2023194941 A1 2023-10-12",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_899041890a43139a,thioglycoside,Dichloromethane,3,Triethylamine,4,4.0,60.0,1,1,1,1,1,0,1,31-013-CAS-7296941,31-013-CAS-7296941,"Journal of Organic Chemistry (2007), 72(16), 6107-6115",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_8a85b84abc52d940,thioglycoside,Dichloromethane,3,Triethylamine,4,-78.0,240.0,1,1,1,1,1,1,0,31-013-CAS-17391920,31-013-CAS-17391920,"Nature Chemistry (2011), 3(7), 557-563",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
