Template_ID,Donor_Type,Solvent,Solvent_Component_IDs,Catalyst,Catalyst_Component_IDs,Temp_C,Time_min,has_solvent,has_catalyst,has_temp,has_time,Template_Support_Count,Alpha_Success_Count,Beta_Success_Count,Representative_Reaction_ID,Supporting_Reaction_IDs,Supporting_Sources,Condition_Recipe_Completeness,Unique_Full_Reaction_Count
CT_054402f11a21945d,trifluoroacetimidate,Dichloromethane,3,Triethylamine,4,0.0,210.0,1,1,1,1,1,0,1,31-010-CAS-22375200,31-010-CAS-22375200,"Angewandte Chemie, International Edition (2020), 59(32), 13362-13370",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_0b7b3505fdabc8d9,trifluoroacetimidate,Dichloromethane,3,Triethylamine,4,25.0,45.0,1,1,1,1,1,0,1,31-010-CAS-137050,31-010-CAS-137050,"Tetrahedron: Asymmetry (2009), 20(6-8), 851-856",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_0d108603ac4d4b89,trifluoroacetimidate,Dichloromethane,3,Triethylamine,4,-90.0,180.0,1,1,1,1,1,0,1,31-010-CAS-12184227,31-010-CAS-12184227,"Journal of Carbohydrate Chemistry (2009), 28(1), 1-11",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_13c913cf8dedf463,trifluoroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,-30.0,60.0,1,1,1,1,1,0,1,31-010-CAS-23513245,31-010-CAS-23513245,"Organic Letters (2020), 22(21), 8349-8353",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_150815b025f6c1a8,trifluoroacetimidate,Dichloromethane,3,Triethylamine,4,-70.0,60.0,1,1,1,1,1,0,1,31-013-CAS-9679278,31-013-CAS-9679278,"Science (Washington, DC, United States) (2013), 341(6144), 379-383",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_1d60bc032fdad60e,trifluoroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,0.0,60.0,1,1,1,1,1,1,0,31-013-CAS-11093804,31-013-CAS-11093804,"Angewandte Chemie, International Edition (2013), 52(28), 7181-7185",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_2abbf3c5cb10d749,trifluoroacetimidate,Dichloromethane,3,Sodium bicarbonate,8,-78.0,30.0,1,1,1,1,1,0,1,31-614-CAS-35275413,31-614-CAS-35275413,"Angewandte Chemie, International Edition (2021), 60(46), 24686-24693",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_2b763a934fca7664,trifluoroacetimidate,Dichloromethane;Methanol,3;7,Trimethylsilyl triflate,3,25.0,60.0,1,1,1,1,1,0,1,31-010-CAS-12429416,31-010-CAS-12429416,"Chemistry - An Asian Journal (2009), 4(4), 574-580",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_2d9c5e6d5fd414e1,trifluoroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,25.0,120.0,1,1,1,1,1,1,0,31-013-CAS-13390852,31-013-CAS-13390852,"Bioorganic & Medicinal Chemistry (2015), 23(23), 7439-7447",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_39ae896d904951ec,trifluoroacetimidate,Toluene,5,Pyridine,12,100.0,60.0,1,1,1,1,1,1,0,31-010-CAS-6229676,31-010-CAS-6229676,"Angewandte Chemie, International Edition (2013), 52(28), 7181-7185",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_3b0338d3f5324850,trifluoroacetimidate,Dichloromethane,3,Triethylamine,4,0.0,30.0,1,1,1,1,1,1,0,31-010-CAS-2299030,31-010-CAS-2299030,"Angewandte Chemie, International Edition (2013), 52(28), 7181-7185",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_3bbc68f1ff1c0790,trifluoroacetimidate,Dichloromethane;Diethyl ether,3;4,Ytterbium triflate,40,-30.0,180.0,1,1,1,1,1,1,0,31-013-CAS-15255305,31-013-CAS-15255305,"Synlett (2004), (2), 275-278",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_3c6687a2817c4e1d,trifluoroacetimidate,Dichloromethane;Methanol,3;7,Trimethylsilyl triflate,3,0.0,120.0,1,1,1,1,1,1,0,31-013-CAS-4821839,31-013-CAS-4821839,"Bioorganic & Medicinal Chemistry (2015), 23(23), 7439-7447",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_3ce9f98e1451aca7,trifluoroacetimidate,Dichloromethane,3,Triethylamine,4,25.0,40.0,1,1,1,1,1,0,1,31-010-CAS-14898210,31-010-CAS-14898210,"Chemistry - A European Journal (2010), 16(44), 13163-13175, S13163/1-S13163/108",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_56737322e9d03d74,trifluoroacetimidate,Dichloromethane,3,Sodium bicarbonate,8,-40.0,60.0,1,1,1,1,1,1,0,31-010-CAS-16794672,31-010-CAS-16794672,"Molecules (2016), 21(5), 614/1-614/19",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_573af354edf628d0,trifluoroacetimidate,Dichloromethane,3,Trifluoromethanesulfonic acid,6,-78.0,60.0,1,1,1,1,1,0,1,31-010-CAS-23517749,31-010-CAS-23517749,"Organic Letters (2020), 22(21), 8349-8353",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_584a5b176774fd68,trifluoroacetimidate,Toluene,5,Pyridine,12,25.0,30.0,1,1,1,1,1,0,1,31-010-CAS-13291590,31-010-CAS-13291590,"Tetrahedron Letters (2009), 50(50), 7051-7054",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_64723d69b7986784,trifluoroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,-20.0,240.0,1,1,1,1,1,0,1,31-010-CAS-21471841,31-010-CAS-21471841,"Chemistry - A European Journal (2019), 25(71), 16277-16287",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_6ab22f701eb4f4e9,trifluoroacetimidate,Dichloromethane;Diethyl ether,3;4,Silylium,33,-78.0,15.0,1,1,1,1,1,0,1,31-013-CAS-12466161,31-013-CAS-12466161,"Chemistry - An Asian Journal (2009), 4(4), 574-580",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_6ccde475415e7511,trifluoroacetimidate,Dichloromethane,3,Trifluoroacetic acid,17,0.0,10.0,1,1,1,1,1,1,0,31-614-CAS-41495780,31-614-CAS-41495780,"Organic Letters (2023), 25(23), 4400-4405",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_7af93e3a497263ad,trifluoroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,-78.0,150.0,1,1,1,1,1,0,1,31-010-CAS-19429741,31-010-CAS-19429741,"Chemistry - An Asian Journal (2018), 13(12), 1544-1551",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_7d91e61a303d5e25,trifluoroacetimidate,Dichloromethane,3,Triethylamine,4,18.0,100.0,1,1,1,1,1,1,0,31-614-CAS-36324798,31-614-CAS-36324798,"Organic Letters (2022), 24(19), 3461-3465",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_859b9ce8f323e98e,trifluoroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,-5.0,120.0,1,1,1,1,1,0,1,31-010-CAS-21471849,31-010-CAS-21471849,"Chemistry - A European Journal (2019), 25(71), 16277-16287",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_91f56d32508f2c19,trifluoroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,0.0,180.0,1,1,1,1,1,1,0,31-013-CAS-6013588,31-013-CAS-6013588,"Bioorganic & Medicinal Chemistry (2015), 23(23), 7439-7447",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_a0b0e56b65e24ecf,trifluoroacetimidate,Dichloromethane;Methanol,3;7,Potassium carbonate,27,0.0,30.0,1,1,1,1,1,0,1,31-010-CAS-927587,31-010-CAS-927587,"European Journal of Organic Chemistry (2012), 2012(26), 5054-5068, S5054/1-S5054/12",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_a2cb0d5ffa3c89e4,trifluoroacetimidate,Dichloromethane;Methanol,3;7,Triethylamine,4,25.0,30.0,1,1,1,1,1,0,1,31-614-CAS-41430052,31-614-CAS-41430052,"Chemistry - A European Journal (2023), 29(30), e202300437",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_a34f7e9ca8c98562,trifluoroacetimidate,Dichloromethane,3,Sodium bicarbonate,8,-78.0,90.0,1,1,1,1,1,0,1,31-010-CAS-14362216,31-010-CAS-14362216,"Journal of Organic Chemistry (2011), 76(13), 5229-5239",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_b92e268bf17035ed,trifluoroacetimidate,Dichloromethane,3,Sodium bicarbonate,8,0.0,30.0,1,1,1,1,1,0,1,31-614-CAS-35275420,31-614-CAS-35275420,"Angewandte Chemie, International Edition (2021), 60(46), 24686-24693",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_d842d8adce262bef,trifluoroacetimidate,Dichloromethane,3,Triethylamine,4,-15.0,90.0,1,1,1,1,1,0,1,31-010-CAS-11999440,31-010-CAS-11999440,"Organic Letters (2007), 9(9), 1777-1779",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_dc14dc9842c65e0d,trifluoroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,-7.0,60.0,1,1,1,1,1,0,1,31-614-CAS-40997648,31-614-CAS-40997648,"World Intellectual Property Organization, WO2024053574 A1 2024-03-14",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_e7953e523cdc087c,trifluoroacetimidate,Dichloromethane;Toluene,3;5,Diisopropylethylamine,31,25.0,60.0,1,1,1,1,1,1,0,31-010-CAS-4299451,31-010-CAS-4299451,"Carbohydrate Research (2012), 360, 56-68",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_e810614423787f1d,trifluoroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,-15.0,30.0,1,1,1,1,1,0,1,31-010-CAS-16753631,31-010-CAS-16753631,"Chemistry Letters (2014), 43(9), 1461-1463",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_e95a1a57651623db,trifluoroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,0.0,120.0,1,1,1,1,1,0,1,31-010-CAS-21471846,31-010-CAS-21471846,"Chemistry - A European Journal (2019), 25(71), 16277-16287",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_ebbf9527a081418f,trifluoroacetimidate,Dichloromethane,3,Trimethylsilyl triflate,3,25.0,10.0,1,1,1,1,1,1,0,31-614-CAS-41495813,31-614-CAS-41495813,"Organic Letters (2023), 25(23), 4400-4405",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_ec5108f226d482a6,trifluoroacetimidate,Dichloromethane,3,Trifluoromethanesulfonic acid,6,25.0,30.0,1,1,1,1,1,0,1,31-010-CAS-19947216,31-010-CAS-19947216,"Journal of the American Chemical Society (2018), 140(49), 17079-17085",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_eecb386f7c21c475,trifluoroacetimidate,Dichloromethane,3,Sodium bicarbonate,8,-20.0,40.0,1,1,1,1,1,0,1,31-010-CAS-16604921,31-010-CAS-16604921,"Chemistry - An Asian Journal (2017), 12(1), 27-30",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_fc7b6cfbda90f22f,trifluoroacetimidate,Dichloroethane,9,Trimethylsilyl triflate,3,25.0,30.0,1,1,1,1,1,0,1,31-010-CAS-6047664,31-010-CAS-6047664,"Organic Letters (2014), 16(18), 4892-4895",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
CT_feeb9ccec9e75e2d,trifluoroacetimidate,Toluene,5,Pyridine,12,25.0,180.0,1,1,1,1,1,1,0,31-013-CAS-10768347,31-013-CAS-10768347,"Angewandte Chemie, International Edition (2013), 52(28), 7181-7185",skeleton_only; equivalents/concentration/addition_order/atmosphere not available,1
