Sample_ID,Pair_ID,Structural_Group_ID,Structural_Group_SHA256,Input_Structure_SHA256,Representative_Parent_ID,Representative_Reaction_ID,All_Parent_IDs,All_Parent_Reaction_IDs,Duplicate_Count,Variant,hard_feasibility,Donor_Canonical_SMILES,Acceptor_Canonical_SMILES,Original_Acceptor_Canonical_SMILES,Donor_Type,Target_C4_Index,Target_O4_Index
POS-c20e85f0b24779c6,PAIR-c20e85f0b24779c6,SG-c20e85f0b24779c6,c20e85f0b24779c6909e178e125220895b470068a68a6d9c961e9ebf750de865,c20e85f0b24779c6909e178e125220895b470068a68a6d9c961e9ebf750de865,1425,31-013-CAS-8978171,1425,31-013-CAS-8978171,1,original,1,Cc1ccc(S[C@@H]2O[C@@H]3CO[C@@H](c4ccccc4)O[C@H]3[C@H](O[Si](C)(C)C(C)(C)C)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,Cc1ccc(S[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,Cc1ccc(S[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,thioglycoside,18,19
NEG-c20e85f0b24779c6,PAIR-c20e85f0b24779c6,SG-c20e85f0b24779c6,c20e85f0b24779c6909e178e125220895b470068a68a6d9c961e9ebf750de865,6de75625ddebc4e2e61dacfe299da9a94c8723815ff4dee7698aa2956baa0c18,1425,31-013-CAS-8978171,1425,31-013-CAS-8978171,1,o4_acetylated,0,Cc1ccc(S[C@@H]2O[C@@H]3CO[C@@H](c4ccccc4)O[C@H]3[C@H](O[Si](C)(C)C(C)(C)C)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](Sc2ccc(C)cc2)O[C@@H]1COCc1ccccc1,Cc1ccc(S[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,thioglycoside,4,3
POS-c217d25ac3586d64,PAIR-c217d25ac3586d64,SG-c217d25ac3586d64,c217d25ac3586d643dcbcbd266fce2e0282fa68ffc324cca6fb88d32274c1af6,c217d25ac3586d643dcbcbd266fce2e0282fa68ffc324cca6fb88d32274c1af6,702,31-614-CAS-34701885,702,31-614-CAS-34701885,1,original,1,CC(=O)OC[C@H]1O[C@@H](Sc2ccccc2)[C@H](OC(C)=O)[C@@H](F)[C@H]1OC(C)=O,CO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,14,15
NEG-c217d25ac3586d64,PAIR-c217d25ac3586d64,SG-c217d25ac3586d64,c217d25ac3586d643dcbcbd266fce2e0282fa68ffc324cca6fb88d32274c1af6,6b2278835ed662106fa15bdd35040edab0ed42f779a10353d0ee43e3730bff13,702,31-614-CAS-34701885,702,31-614-CAS-34701885,1,o4_acetylated,0,CC(=O)OC[C@H]1O[C@@H](Sc2ccccc2)[C@H](OC(C)=O)[C@@H](F)[C@H]1OC(C)=O,CO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,14,15
POS-c261245d6ac8cc99,PAIR-c261245d6ac8cc99,SG-c261245d6ac8cc99,c261245d6ac8cc99408891d315a4c5b03332afc9dedea14753f8f21958f6a0e8,c261245d6ac8cc99408891d315a4c5b03332afc9dedea14753f8f21958f6a0e8,37,31-010-CAS-4938490,37,31-010-CAS-4938490,1,original,1,CC(=O)O[C@H]1[C@@H](OC(C)=O)[C@@H](COCc2ccccc2)O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@@H]1OC(C)=O,CC(=O)N[C@H]1[C@H](O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OCc1ccccc1,CC(=O)N[C@H]1[C@H](O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OCc1ccccc1,trichloroacetimidate,35,36
NEG-c261245d6ac8cc99,PAIR-c261245d6ac8cc99,SG-c261245d6ac8cc99,c261245d6ac8cc99408891d315a4c5b03332afc9dedea14753f8f21958f6a0e8,fa370a48dafd852945ec38b095adc31ecc4ce0b16fad4a10d2fcd35c9a51e4e3,37,31-010-CAS-4938490,37,31-010-CAS-4938490,1,o4_acetylated,0,CC(=O)O[C@H]1[C@@H](OC(C)=O)[C@@H](COCc2ccccc2)O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@@H]1OC(C)=O,CC(=O)N[C@H]1[C@H](O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OCc1ccccc1,CC(=O)N[C@H]1[C@H](O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OCc1ccccc1,trichloroacetimidate,35,36
POS-c28571e0edd13712,PAIR-c28571e0edd13712,SG-c28571e0edd13712,c28571e0edd13712fad4ed980bb1efbf11808b6c271930edaf916c96cbb8b398,c28571e0edd13712fad4ed980bb1efbf11808b6c271930edaf916c96cbb8b398,976,31-013-CAS-4786494,976;977,31-013-CAS-4786494;31-013-CAS-12119921,2,original,1,CCSC1O[C@H]2CO[C@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(=O)CCC(C)=O,CC(=O)OC[C@H]1O[C@H](OCCCCCN(Cc2ccccc2)C(=O)OCc2ccccc2)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,CC(=O)OC[C@H]1O[C@H](OCCCCCN(Cc2ccccc2)C(=O)OCc2ccccc2)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,thioglycoside,45,46
NEG-c28571e0edd13712,PAIR-c28571e0edd13712,SG-c28571e0edd13712,c28571e0edd13712fad4ed980bb1efbf11808b6c271930edaf916c96cbb8b398,91590a0d7282e57da2b8c841a4c08e54103b115c14779f187c1d0424edd3f4a6,976,31-013-CAS-4786494,976;977,31-013-CAS-4786494;31-013-CAS-12119921,2,o4_acetylated,0,CCSC1O[C@H]2CO[C@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(=O)CCC(C)=O,CC(=O)OC[C@H]1O[C@H](OCCCCCN(Cc2ccccc2)C(=O)OCc2ccccc2)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@H](OCCCCCN(Cc2ccccc2)C(=O)OCc2ccccc2)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,thioglycoside,45,46
POS-c2af1663093a6b03,PAIR-c2af1663093a6b03,SG-c2af1663093a6b03,c2af1663093a6b03f4433d0235024a868942267dbc9e464d1c9e235ea33069f6,c2af1663093a6b03f4433d0235024a868942267dbc9e464d1c9e235ea33069f6,1247,31-013-CAS-13251956,1247,31-013-CAS-13251956,1,original,1,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OC(=O)c1ccccc1,O=C1c2ccccc2C(=O)N1[C@@H]1[C@@H](OCc2ccccc2)[C@H](O)[C@@H](COCc2ccccc2)O[C@H]1Sc1ccccc1,O=C1c2ccccc2C(=O)N1[C@@H]1[C@@H](OCc2ccccc2)[C@H](O)[C@@H](COCc2ccccc2)O[C@H]1Sc1ccccc1,thioglycoside,21,22
NEG-c2af1663093a6b03,PAIR-c2af1663093a6b03,SG-c2af1663093a6b03,c2af1663093a6b03f4433d0235024a868942267dbc9e464d1c9e235ea33069f6,11504a95d4e3bbd69476f98efc6c699d5b31dd3310166a73281089e66d24f1b9,1247,31-013-CAS-13251956,1247,31-013-CAS-13251956,1,o4_acetylated,0,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OC(=O)c1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N2C(=O)c3ccccc3C2=O)[C@H](Sc2ccccc2)O[C@@H]1COCc1ccccc1,O=C1c2ccccc2C(=O)N1[C@@H]1[C@@H](OCc2ccccc2)[C@H](O)[C@@H](COCc2ccccc2)O[C@H]1Sc1ccccc1,thioglycoside,4,3
POS-c2f5d4569bf997d1,PAIR-c2f5d4569bf997d1,SG-c2f5d4569bf997d1,c2f5d4569bf997d1752ec7b6d605f11dacc39aad5496d00e91ec59c7bbb7cefd,c2f5d4569bf997d1752ec7b6d605f11dacc39aad5496d00e91ec59c7bbb7cefd,633,31-013-CAS-21512690,633;634,31-013-CAS-21512690;31-013-CAS-19693636,2,original,1,[N-]=[N+]=N[C@H]1[C@H](OCc2ccccc2)[C@@H](C(=O)OCc2ccccc2)OC(OC(=Nc2ccccc2)C(F)(F)F)[C@@H]1NC(=O)C(Cl)(Cl)Cl,CC(=O)N[C@H]1[C@@H](OCCCN(Cc2ccccc2)C(=O)OCc2ccccc2)O[C@H](C)[C@@H](OCc2ccccc2)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](OCc2cccc3ccccc23)[C@@H]1NC(=O)OCC(Cl)(Cl)Cl,CC(=O)N[C@H]1[C@@H](OCCCN(Cc2ccccc2)C(=O)OCc2ccccc2)O[C@H](C)[C@@H](OCc2ccccc2)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](OCc2cccc3ccccc23)[C@@H]1NC(=O)OCC(Cl)(Cl)Cl,trifluoroacetimidate,46,47
NEG-c2f5d4569bf997d1,PAIR-c2f5d4569bf997d1,SG-c2f5d4569bf997d1,c2f5d4569bf997d1752ec7b6d605f11dacc39aad5496d00e91ec59c7bbb7cefd,3b001e70618c0c70c557c516ef35e944ccbe1e5b46c22cf6de0096c0ef8814fe,633,31-013-CAS-21512690,633;634,31-013-CAS-21512690;31-013-CAS-19693636,2,o4_acetylated,0,[N-]=[N+]=N[C@H]1[C@H](OCc2ccccc2)[C@@H](C(=O)OCc2ccccc2)OC(OC(=Nc2ccccc2)C(F)(F)F)[C@@H]1NC(=O)C(Cl)(Cl)Cl,CC(=O)N[C@H]1[C@@H](OCCCN(Cc2ccccc2)C(=O)OCc2ccccc2)O[C@H](C)[C@@H](OCc2ccccc2)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](OC(C)=O)[C@@H](OCc2cccc3ccccc23)[C@@H]1NC(=O)OCC(Cl)(Cl)Cl,CC(=O)N[C@H]1[C@@H](OCCCN(Cc2ccccc2)C(=O)OCc2ccccc2)O[C@H](C)[C@@H](OCc2ccccc2)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](OCc2cccc3ccccc23)[C@@H]1NC(=O)OCC(Cl)(Cl)Cl,trifluoroacetimidate,46,47
POS-c357caaf67d520ae,PAIR-c357caaf67d520ae,SG-c357caaf67d520ae,c357caaf67d520aedccb938082dad009c90d1ef938e76aa1f219b10d92abd599,c357caaf67d520aedccb938082dad009c90d1ef938e76aa1f219b10d92abd599,918,31-013-CAS-17391920,918,31-013-CAS-17391920,1,original,1,CC(=O)OC[C@@H]1O[C@@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](O[C@@H]2O[C@@H](COC(C)=O)[C@@H](O[C@H]3O[C@H](CO[Si](c4ccccc4)(c4ccccc4)C(C)(C)C)[C@@H](O[C@@H]4O[C@@H](COC(C)=O)[C@@H](O[C@H]5O[C@H](CO[Si](c6ccccc6)(c6ccccc6)C(C)(C)C)[C@@H](OCc6ccc7ccccc7c6)[C@H](OCc6ccc(Br)cc6)[C@H]5N=[N+]=[N-])[C@H](OCc5ccccc5)[C@H]4OC(=O)c4ccccc4)[C@H](OCc4ccc(Br)cc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1N=[N+]=[N-],CO[C@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CO[C@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,24,25
NEG-c357caaf67d520ae,PAIR-c357caaf67d520ae,SG-c357caaf67d520ae,c357caaf67d520aedccb938082dad009c90d1ef938e76aa1f219b10d92abd599,be5b05bb919092580ee8f08b37a316e01b5eda7e510a766f6e4236c7e2358526,918,31-013-CAS-17391920,918,31-013-CAS-17391920,1,o4_acetylated,0,CC(=O)OC[C@@H]1O[C@@H](Sc2ccc(C)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](O[C@@H]2O[C@@H](COC(C)=O)[C@@H](O[C@H]3O[C@H](CO[Si](c4ccccc4)(c4ccccc4)C(C)(C)C)[C@@H](O[C@@H]4O[C@@H](COC(C)=O)[C@@H](O[C@H]5O[C@H](CO[Si](c6ccccc6)(c6ccccc6)C(C)(C)C)[C@@H](OCc6ccc7ccccc7c6)[C@H](OCc6ccc(Br)cc6)[C@H]5N=[N+]=[N-])[C@H](OCc5ccccc5)[C@H]4OC(=O)c4ccccc4)[C@H](OCc4ccc(Br)cc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1N=[N+]=[N-],CO[C@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CO[C@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,24,25
