Sample_ID,Pair_ID,Structural_Group_ID,Structural_Group_SHA256,Input_Structure_SHA256,Representative_Parent_ID,Representative_Reaction_ID,All_Parent_IDs,All_Parent_Reaction_IDs,Duplicate_Count,Variant,hard_feasibility,Donor_Canonical_SMILES,Acceptor_Canonical_SMILES,Original_Acceptor_Canonical_SMILES,Donor_Type,Target_C4_Index,Target_O4_Index
POS-4bc2326eade1addd,PAIR-4bc2326eade1addd,SG-4bc2326eade1addd,4bc2326eade1addd94b00afbeb3eda6e11244b751b07bb1c695809e03cfcab72,4bc2326eade1addd94b00afbeb3eda6e11244b751b07bb1c695809e03cfcab72,1532,31-614-CAS-41884159,1532;1533,31-614-CAS-41884159;31-614-CAS-37959480,2,original,1,COC(=O)[C@@H]1O[C@@H](Sc2ccccc2)[C@H](OC(=O)CCC(C)=O)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](OC(=O)c2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OCCCCCN(Cc2ccccc2)C(=O)OCc2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc3ccccc3c2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(=O)C(F)(F)F,COC(=O)[C@@H]1O[C@@H](OCCCCCN(Cc2ccccc2)C(=O)OCc2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc3ccccc3c2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(=O)C(F)(F)F,thioglycoside,95,96
NEG-4bc2326eade1addd,PAIR-4bc2326eade1addd,SG-4bc2326eade1addd,4bc2326eade1addd94b00afbeb3eda6e11244b751b07bb1c695809e03cfcab72,a68e5e8ef8363685791fa7b7aa1de352bae1edb4d5e1be3cf49b3be336d180f7,1532,31-614-CAS-41884159,1532;1533,31-614-CAS-41884159;31-614-CAS-37959480,2,o4_acetylated,0,COC(=O)[C@@H]1O[C@@H](Sc2ccccc2)[C@H](OC(=O)CCC(C)=O)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](OC(=O)c2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OCCCCCN(Cc2ccccc2)C(=O)OCc2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc3ccccc3c2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC(=O)C(F)(F)F,COC(=O)[C@@H]1O[C@@H](OCCCCCN(Cc2ccccc2)C(=O)OCc2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc3ccccc3c2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(=O)C(F)(F)F,thioglycoside,95,96
POS-4bffdb1f0675a58a,PAIR-4bffdb1f0675a58a,SG-4bffdb1f0675a58a,4bffdb1f0675a58aec9eac04044858c0113bc785bde0c47d25818bdb9cdb2214,4bffdb1f0675a58aec9eac04044858c0113bc785bde0c47d25818bdb9cdb2214,1228,31-013-CAS-13431087,1228,31-013-CAS-13431087,1,original,1,COC(=O)[C@@]1(O[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@H](COC(=O)c3ccccc3)O[C@@H](SC)[C@@H]2OC(=O)c2ccccc2)C[C@H](OC(C)=O)[C@@H](NC(C)=O)[C@H]([C@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O)O1,CC(=O)N[C@H]1[C@H](O[C@H]2[C@@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@@H](OCC[Si](C)(C)C)[C@@H]2OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(=O)N[C@H]1[C@H](O[C@H]2[C@@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@@H](OCC[Si](C)(C)C)[C@@H]2OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,thioglycoside,56,57
NEG-4bffdb1f0675a58a,PAIR-4bffdb1f0675a58a,SG-4bffdb1f0675a58a,4bffdb1f0675a58aec9eac04044858c0113bc785bde0c47d25818bdb9cdb2214,74edddc7136d8ca2025d8a34ed293d1a1f86c1e93dfa3293865ef2f0465f9479,1228,31-013-CAS-13431087,1228,31-013-CAS-13431087,1,o4_acetylated,0,COC(=O)[C@@]1(O[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@H](COC(=O)c3ccccc3)O[C@@H](SC)[C@@H]2OC(=O)c2ccccc2)C[C@H](OC(C)=O)[C@@H](NC(C)=O)[C@H]([C@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O)O1,CC(=O)N[C@H]1[C@H](O[C@H]2[C@@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@@H](OCC[Si](C)(C)C)[C@@H]2OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(=O)N[C@H]1[C@H](O[C@H]2[C@@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@@H](OCC[Si](C)(C)C)[C@@H]2OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,thioglycoside,56,57
POS-4c5224af2a7b0181,PAIR-4c5224af2a7b0181,SG-4c5224af2a7b0181,4c5224af2a7b0181a381f8db315c554deadc0ed9cc97f54fe6b216ddc901f649,4c5224af2a7b0181a381f8db315c554deadc0ed9cc97f54fe6b216ddc901f649,1006,31-013-CAS-15095112,1006,31-013-CAS-15095112,1,original,1,O=C(CCl)O[C@H]1[C@H]2O[C@@H](c3ccccc3)OC[C@H]2O[C@@H](Sc2ccccc2)[C@@H]1OC(=O)c1ccccc1,C[Si](C)(C)CCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(=O)CCl)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,C[Si](C)(C)CCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(=O)CCl)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,thioglycoside,19,20
NEG-4c5224af2a7b0181,PAIR-4c5224af2a7b0181,SG-4c5224af2a7b0181,4c5224af2a7b0181a381f8db315c554deadc0ed9cc97f54fe6b216ddc901f649,7e812b82e1d44a14bb20150663cdbc59c92da0c79ff3df75c57c3822f1c3698b,1006,31-013-CAS-15095112,1006,31-013-CAS-15095112,1,o4_acetylated,0,O=C(CCl)O[C@H]1[C@H]2O[C@@H](c3ccccc3)OC[C@H]2O[C@@H](Sc2ccccc2)[C@@H]1OC(=O)c1ccccc1,CC(=O)O[C@H]1[C@H](OC(=O)CCl)[C@@H](NC(=O)OCC(Cl)(Cl)Cl)[C@H](OCC[Si](C)(C)C)O[C@@H]1COCc1ccccc1,C[Si](C)(C)CCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OC(=O)CCl)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,thioglycoside,4,3
POS-4c6b070c950ffefe,PAIR-4c6b070c950ffefe,SG-4c6b070c950ffefe,4c6b070c950ffefe571e243e0ba8be49e5c40d42d4c65ec8fde5b8f1e8bf1527,4c6b070c950ffefe571e243e0ba8be49e5c40d42d4c65ec8fde5b8f1e8bf1527,4,31-010-CAS-11496791,4,31-010-CAS-11496791,1,original,1,N=C(OC1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl)C(Cl)(Cl)Cl,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](O[C@H](C)C(=O)OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](O[C@H](C)C(=O)OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,trichloroacetimidate,16,17
NEG-4c6b070c950ffefe,PAIR-4c6b070c950ffefe,SG-4c6b070c950ffefe,4c6b070c950ffefe571e243e0ba8be49e5c40d42d4c65ec8fde5b8f1e8bf1527,db846966b005f141ff9a7787638bc6e4c08a5f880f6645892e1520a702754711,4,31-010-CAS-11496791,4,31-010-CAS-11496791,1,o4_acetylated,0,N=C(OC1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl)C(Cl)(Cl)Cl,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](O[C@H](C)C(=O)OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](O[C@H](C)C(=O)OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl,trichloroacetimidate,16,17
POS-4ca635d33e474ac7,PAIR-4ca635d33e474ac7,SG-4ca635d33e474ac7,4ca635d33e474ac7c5933cb8a943f65c80b3c529f3a4267a34883747ec3889ff,4ca635d33e474ac7c5933cb8a943f65c80b3c529f3a4267a34883747ec3889ff,264,31-010-CAS-6108248,264,31-010-CAS-6108248,1,original,1,CC(=O)O[C@@H]1[C@@H](OC(=N)C(Cl)(Cl)Cl)O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC1(C)O[C@@H]2[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@@H]2O1,CC1(C)O[C@@H]2[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@@H]2O1,trichloroacetimidate,46,47
NEG-4ca635d33e474ac7,PAIR-4ca635d33e474ac7,SG-4ca635d33e474ac7,4ca635d33e474ac7c5933cb8a943f65c80b3c529f3a4267a34883747ec3889ff,e4c53d708043ca60cad1490d9cbbdec8ce1440139aac3b821b9d9879be55c951,264,31-010-CAS-6108248,264,31-010-CAS-6108248,1,o4_acetylated,0,CC(=O)O[C@@H]1[C@@H](OC(=N)C(Cl)(Cl)Cl)O[C@H](CO[Si](C(C)C)(C(C)C)C(C)C)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](O[C@@H]2[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H]3OC(C)(C)O[C@@H]23)O[C@@H]1COCc1ccccc1,CC1(C)O[C@@H]2[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@@H]2O1,trichloroacetimidate,4,3
POS-4ce24d290aeb40f0,PAIR-4ce24d290aeb40f0,SG-4ce24d290aeb40f0,4ce24d290aeb40f03edcac91dc0b5e372801fe7b04a051347116b78fc57bdef2,4ce24d290aeb40f03edcac91dc0b5e372801fe7b04a051347116b78fc57bdef2,540,31-010-CAS-14143291,540,31-010-CAS-14143291,1,original,1,CC(=O)OC[C@H]1O[C@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](OC(=O)c3ccccc3)C(OC(=N)C(Cl)(Cl)Cl)O[C@@H]2COC(=O)CCl)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1OC(=O)OCC1c2ccccc2-c2ccccc21,COc1ccc(O[C@@H]2O[C@@H](COC(=O)CCl)[C@@H](O[C@H]3O[C@H](COC(C)=O)[C@@H](O[C@@H]4O[C@@H](COC(=O)CCl)[C@@H](O[C@H]5O[C@H](COC(C)=O)[C@@H](O)[C@H](OCc6ccccc6)[C@H]5N=[N+]=[N-])[C@H](OCc5ccccc5)[C@H]4OC(=O)c4ccccc4)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)cc1,COc1ccc(O[C@@H]2O[C@@H](COC(=O)CCl)[C@@H](O[C@H]3O[C@H](COC(C)=O)[C@@H](O[C@@H]4O[C@@H](COC(=O)CCl)[C@@H](O[C@H]5O[C@H](COC(C)=O)[C@@H](O)[C@H](OCc6ccccc6)[C@H]5N=[N+]=[N-])[C@H](OCc5ccccc5)[C@H]4OC(=O)c4ccccc4)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)cc1,trichloroacetimidate,47,48
NEG-4ce24d290aeb40f0,PAIR-4ce24d290aeb40f0,SG-4ce24d290aeb40f0,4ce24d290aeb40f03edcac91dc0b5e372801fe7b04a051347116b78fc57bdef2,5f87d99e324913055a02f181e3cbe7991a5a9e7173120420d1e02585e85b5961,540,31-010-CAS-14143291,540,31-010-CAS-14143291,1,o4_acetylated,0,CC(=O)OC[C@H]1O[C@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](OC(=O)c3ccccc3)C(OC(=N)C(Cl)(Cl)Cl)O[C@@H]2COC(=O)CCl)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1OC(=O)OCC1c2ccccc2-c2ccccc21,COc1ccc(O[C@@H]2O[C@@H](COC(=O)CCl)[C@@H](O[C@H]3O[C@H](COC(C)=O)[C@@H](O[C@@H]4O[C@@H](COC(=O)CCl)[C@@H](O[C@H]5O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OCc6ccccc6)[C@H]5N=[N+]=[N-])[C@H](OCc5ccccc5)[C@H]4OC(=O)c4ccccc4)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)cc1,COc1ccc(O[C@@H]2O[C@@H](COC(=O)CCl)[C@@H](O[C@H]3O[C@H](COC(C)=O)[C@@H](O[C@@H]4O[C@@H](COC(=O)CCl)[C@@H](O[C@H]5O[C@H](COC(C)=O)[C@@H](O)[C@H](OCc6ccccc6)[C@H]5N=[N+]=[N-])[C@H](OCc5ccccc5)[C@H]4OC(=O)c4ccccc4)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)cc1,trichloroacetimidate,47,48
POS-4cfac9caf86fc86c,PAIR-4cfac9caf86fc86c,SG-4cfac9caf86fc86c,4cfac9caf86fc86c15b4a532022bab538c9418578aef3bae2be0f668529798c9,4cfac9caf86fc86c15b4a532022bab538c9418578aef3bae2be0f668529798c9,1117,31-013-CAS-16968435,1117,31-013-CAS-16968435,1,original,1,CC(=O)OC[C@H]1O[C@@H](Sc2ccc(C)cc2)[C@H](NC(=O)OCC(Cl)(Cl)Cl)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)N[C@H]1[C@@H](OCc2ccccc2)O[C@H](COC(C)=O)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)OCC[Si](C)(C)C,CC(=O)N[C@H]1[C@@H](OCc2ccccc2)O[C@H](COC(C)=O)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)OCC[Si](C)(C)C,thioglycoside,21,22
NEG-4cfac9caf86fc86c,PAIR-4cfac9caf86fc86c,SG-4cfac9caf86fc86c,4cfac9caf86fc86c15b4a532022bab538c9418578aef3bae2be0f668529798c9,259b39475078f4419a1ef4f95f7538c48b73f6620e188e36a1a22e33e44e5b5a,1117,31-013-CAS-16968435,1117,31-013-CAS-16968435,1,o4_acetylated,0,CC(=O)OC[C@H]1O[C@@H](Sc2ccc(C)cc2)[C@H](NC(=O)OCC(Cl)(Cl)Cl)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)N[C@H]1[C@@H](OCc2ccccc2)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)OCC[Si](C)(C)C,CC(=O)N[C@H]1[C@@H](OCc2ccccc2)O[C@H](COC(C)=O)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)OCC[Si](C)(C)C,thioglycoside,21,22
POS-4d0c83a57eb17a17,PAIR-4d0c83a57eb17a17,SG-4d0c83a57eb17a17,4d0c83a57eb17a176835870946923d7822a33a0740c8c10fa6e8cb9eb485a639,4d0c83a57eb17a176835870946923d7822a33a0740c8c10fa6e8cb9eb485a639,1045,31-013-CAS-7954210,1045,31-013-CAS-7954210,1,original,1,CCS[C@@H]1O[C@@H](C(=O)OC)[C@@H](O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(=O)CCC(C)=O)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])[C@H](OCc2ccccc2)[C@H]1OC(=O)c1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCc1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCc1ccccc1,thioglycoside,14,15
NEG-4d0c83a57eb17a17,PAIR-4d0c83a57eb17a17,SG-4d0c83a57eb17a17,4d0c83a57eb17a176835870946923d7822a33a0740c8c10fa6e8cb9eb485a639,89dd1253bcd4de3a4c6f12f80cdf37448a1bfe796f05a6d1fc83ffd051889c88,1045,31-013-CAS-7954210,1045,31-013-CAS-7954210,1,o4_acetylated,0,CCS[C@@H]1O[C@@H](C(=O)OC)[C@@H](O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(=O)CCC(C)=O)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])[C@H](OCc2ccccc2)[C@H]1OC(=O)c1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCc1ccccc1,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCc1ccccc1,thioglycoside,14,15
POS-4d58cb2b407f8eed,PAIR-4d58cb2b407f8eed,SG-4d58cb2b407f8eed,4d58cb2b407f8eed7c03407442bdd40a0909f1cd6b6e56b0b11f9759464b2303,4d58cb2b407f8eed7c03407442bdd40a0909f1cd6b6e56b0b11f9759464b2303,1413,31-013-CAS-15393474,1413,31-013-CAS-15393474,1,original,1,CC(=O)OC[C@H]1O[C@@H](Sc2ccc(C)cc2)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@@H](Sc2ccc(C)cc2)[C@@H]1N1C(=O)c2ccccc2C1=O,CC(=O)O[C@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@@H](Sc2ccc(C)cc2)[C@@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,5,6
NEG-4d58cb2b407f8eed,PAIR-4d58cb2b407f8eed,SG-4d58cb2b407f8eed,4d58cb2b407f8eed7c03407442bdd40a0909f1cd6b6e56b0b11f9759464b2303,1dbaf083c1ef699a06e33db396d0abcfd224cea7cfbd83e06200cda3125af3b1,1413,31-013-CAS-15393474,1413,31-013-CAS-15393474,1,o4_acetylated,0,CC(=O)OC[C@H]1O[C@@H](Sc2ccc(C)cc2)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](OC(C)=O)[C@@H](COCc2ccccc2)O[C@@H](Sc2ccc(C)cc2)[C@@H]1N1C(=O)c2ccccc2C1=O,CC(=O)O[C@H]1[C@H](O)[C@@H](COCc2ccccc2)O[C@@H](Sc2ccc(C)cc2)[C@@H]1N1C(=O)c2ccccc2C1=O,thioglycoside,5,6
POS-4daa7607395bdbd3,PAIR-4daa7607395bdbd3,SG-4daa7607395bdbd3,4daa7607395bdbd3ba6dff35844db9f0a30d423d70cfc99e38e546a90995aadf,4daa7607395bdbd3ba6dff35844db9f0a30d423d70cfc99e38e546a90995aadf,211,31-010-CAS-16419863,211,31-010-CAS-16419863,1,original,1,C[C@@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(=O)N[C@H]1[C@H](OCCCNC(=O)C(F)(F)F)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](O[C@H]2O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@H]1O[C@@H]1O[C@@H](C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)N[C@H]1[C@H](OCCCNC(=O)C(F)(F)F)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](O[C@H]2O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@H]1O[C@@H]1O[C@@H](C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,trichloroacetimidate,28,29
NEG-4daa7607395bdbd3,PAIR-4daa7607395bdbd3,SG-4daa7607395bdbd3,4daa7607395bdbd3ba6dff35844db9f0a30d423d70cfc99e38e546a90995aadf,60d41bb663edaf7b1260a1f8b86683b42955e57853f86c5eefebf32f0a6109e8,211,31-010-CAS-16419863,211,31-010-CAS-16419863,1,o4_acetylated,0,C[C@@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(=O)N[C@H]1[C@H](OCCCNC(=O)C(F)(F)F)O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@@H]1O[C@@H]1O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](O[C@H]2O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@H]1O[C@@H]1O[C@@H](C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)N[C@H]1[C@H](OCCCNC(=O)C(F)(F)F)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](O[C@H]2O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@H]1O[C@@H]1O[C@@H](C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,trichloroacetimidate,28,29
POS-4e1b77b26397cb99,PAIR-4e1b77b26397cb99,SG-4e1b77b26397cb99,4e1b77b26397cb992b6967551262095aef9dac67d8cbf9d94892c68a3fb108c6,4e1b77b26397cb992b6967551262095aef9dac67d8cbf9d94892c68a3fb108c6,1543,31-614-CAS-41884456,1543;1544,31-614-CAS-41884456;31-614-CAS-37959617,2,original,1,COC(=O)[C@@H]1O[C@@H](Sc2ccccc2)[C@H](OC(=O)CCC(C)=O)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](OC(=O)c2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OCCCCCN(Cc2ccccc2)C(=O)OCc2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)[C@H](OC(=O)OCC2c3ccccc3-c3ccccc32)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc3ccccc3c2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(=O)C(F)(F)F,COC(=O)[C@@H]1O[C@@H](OCCCCCN(Cc2ccccc2)C(=O)OCc2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)[C@H](OC(=O)OCC2c3ccccc3-c3ccccc32)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc3ccccc3c2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(=O)C(F)(F)F,thioglycoside,98,99
NEG-4e1b77b26397cb99,PAIR-4e1b77b26397cb99,SG-4e1b77b26397cb99,4e1b77b26397cb992b6967551262095aef9dac67d8cbf9d94892c68a3fb108c6,34ae3dc32b1e05704d5debe46b737d6645ed0f8e6d001281e06812207e60ab18,1543,31-614-CAS-41884456,1543;1544,31-614-CAS-41884456;31-614-CAS-37959617,2,o4_acetylated,0,COC(=O)[C@@H]1O[C@@H](Sc2ccccc2)[C@H](OC(=O)CCC(C)=O)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](OC(=O)c2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OCCCCCN(Cc2ccccc2)C(=O)OCc2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)[C@H](OC(=O)OCC2c3ccccc3-c3ccccc32)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc3ccccc3c2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC(=O)C(F)(F)F,COC(=O)[C@@H]1O[C@@H](OCCCCCN(Cc2ccccc2)C(=O)OCc2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)[C@H](OC(=O)OCC2c3ccccc3-c3ccccc32)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccc3ccccc3c2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1NC(=O)C(F)(F)F,thioglycoside,98,99
