Sample_ID,Pair_ID,Structural_Group_ID,hard_feasibility,Donor_Canonical_SMILES,Acceptor_Canonical_SMILES,Donor_Type,Donor_RFU_Atom_Indices,Donor_RFU_Role_Indices,Donor_C1_Index,Donor_O5_Index,Donor_C2_Index,Donor_LG_Entry_Index,Donor_LG_Core_Indices,Donor_Ring_Context_Indices,Donor_C2_Sub_Entry_Index,Donor_C2_Sub_Entry_Status,Acceptor_Target_Core_Atom_Indices,Acceptor_Target_Core_Num_Atoms,Acceptor_Target_Core_Role_Indices,Acceptor_Target_Local_Atom_Indices,Acceptor_Target_Local_Num_Atoms,Acceptor_Target_Role_Indices,Acceptor_C1_Index,Acceptor_O5_Index,Acceptor_C2_Index,Acceptor_C3_Index,Acceptor_C4_Index,Acceptor_C5_Index,Acceptor_O4_Index,Acceptor_O4_External_Atom_Index
POS-a131dfd69880ce6c,PAIR-a131dfd69880ce6c,SG-a131dfd69880ce6c,1,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,CC(=O)O[C@H]1[C@H](O[C@H]2[C@@H](O)[C@@H](COCc3ccccc3)O[C@@H](O[C@@H]3[C@H](OCc4ccccc4)[C@@H](OCCCNC(=O)OCc4ccccc4)O[C@H](COCc4ccccc4)[C@H]3OCc3ccccc3)[C@@H]2NC(=O)OCC(Cl)(Cl)Cl)O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,thioglycoside,1;2;3;4;26;27,"{""C1"":[3],""O5"":[4],""C2"":[26],""LG_ENTRY"":[2],""LG_CORE"":[1],""RING_CONTEXT"":[4,26],""C2_SUB_ENTRY"":[27]}",3,4,26,2,1,4;26,27,found,21;20;69;7;8;10;9,7,"{""C1"":[21],""O5"":[20],""C2"":[69],""C3"":[7],""C4"":[8],""C5"":[10],""O4"":[9],""O4_EXTERNAL"":[]}",5;6;7;8;9;10;11;12;20;21;22;23;69;70;71;72;73,17,"{""O4"":[9],""C4"":[8],""C3"":[7],""C5"":[10],""C2"":[69],""O5"":[20],""C1"":[21],""N2_SUB_ENTRY"":[70],""N2_SUBGRAPH"":[70,71,72,73],""PG_ENTRY"":[6,11,22],""O4_EXTERNAL"":[]}",21,20,69,7,8,10,9,-1
NEG-a131dfd69880ce6c,PAIR-a131dfd69880ce6c,SG-a131dfd69880ce6c,0,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,CC(=O)O[C@@H]1[C@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OC(C)=O)[C@@H](NC(=O)OCC(Cl)(Cl)Cl)[C@H](O[C@@H]2[C@H](OCc3ccccc3)[C@@H](OCCCNC(=O)OCc3ccccc3)O[C@H](COCc3ccccc3)[C@H]2OCc2ccccc2)O[C@@H]1COCc1ccccc1,thioglycoside,1;2;3;4;26;27,"{""C1"":[3],""O5"":[4],""C2"":[26],""LG_ENTRY"":[2],""LG_CORE"":[1],""RING_CONTEXT"":[4,26],""C2_SUB_ENTRY"":[27]}",3,4,26,2,1,4;26,27,found,52;100;42;5;4;101;3;1,8,"{""C1"":[52],""O5"":[100],""C2"":[42],""C3"":[5],""C4"":[4],""C5"":[101],""O4"":[3],""O4_EXTERNAL"":[1]}",7;6;5;4;3;101;102;103;100;52;53;54;42;43;44;45;46;1,18,"{""O4"":[3],""C4"":[4],""C3"":[5],""C5"":[101],""C2"":[42],""O5"":[100],""C1"":[52],""N2_SUB_ENTRY"":[43],""N2_SUBGRAPH"":[43,44,45,46],""PG_ENTRY"":[6,102,53],""O4_EXTERNAL"":[1]}",52,100,42,5,4,101,3,1
POS-a1405c290b0837bf,PAIR-a1405c290b0837bf,SG-a1405c290b0837bf,1,CCS[C@@H]1O[C@@H]2CO[C@H](c3ccccc3)O[C@@H]2[C@H](OC(=O)OCC2c3ccccc3-c3ccccc32)[C@H]1OC(=O)c1ccccc1,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,thioglycoside,1;2;3;4;36;37,"{""C1"":[3],""O5"":[4],""C2"":[36],""LG_ENTRY"":[2],""LG_CORE"":[1],""RING_CONTEXT"":[4,36],""C2_SUB_ENTRY"":[37]}",3,4,36,2,1,4;36,37,found,7;8;30;21;19;9;20,7,"{""C1"":[7],""O5"":[8],""C2"":[30],""C3"":[21],""C4"":[19],""C5"":[9],""O4"":[20],""O4_EXTERNAL"":[]}",5;6;7;8;9;10;11;19;20;21;22;23;30;31;32;40,16,"{""O4"":[20],""C4"":[19],""C3"":[21],""C5"":[9],""C2"":[30],""O5"":[8],""C1"":[7],""N2_SUB_ENTRY"":[31],""N2_SUBGRAPH"":[31,32,40],""PG_ENTRY"":[6,10,22],""O4_EXTERNAL"":[]}",7,8,30,21,19,9,20,-1
NEG-a1405c290b0837bf,PAIR-a1405c290b0837bf,SG-a1405c290b0837bf,0,CCS[C@@H]1O[C@@H]2CO[C@H](c3ccccc3)O[C@@H]2[C@H](OC(=O)OCC2c3ccccc3-c3ccccc32)[C@H]1OC(=O)c1ccccc1,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,thioglycoside,1;2;3;4;36;37,"{""C1"":[3],""O5"":[4],""C2"":[36],""LG_ENTRY"":[2],""LG_CORE"":[1],""RING_CONTEXT"":[4,36],""C2_SUB_ENTRY"":[37]}",3,4,36,2,1,4;36,37,found,7;8;33;24;19;9;20;21,8,"{""C1"":[7],""O5"":[8],""C2"":[33],""C3"":[24],""C4"":[19],""C5"":[9],""O4"":[20],""O4_EXTERNAL"":[21]}",5;6;7;8;9;10;11;19;20;24;25;26;33;34;35;43;21,17,"{""O4"":[20],""C4"":[19],""C3"":[24],""C5"":[9],""C2"":[33],""O5"":[8],""C1"":[7],""N2_SUB_ENTRY"":[34],""N2_SUBGRAPH"":[34,35,43],""PG_ENTRY"":[6,10,25],""O4_EXTERNAL"":[21]}",7,8,33,24,19,9,20,21
POS-a1e9d74b7699ea8c,PAIR-a1e9d74b7699ea8c,SG-a1e9d74b7699ea8c,1,CC(=O)OC[C@H]1O[C@@H](OC(=N)C(Cl)(Cl)Cl)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3N3C(=O)c4ccccc4C3=O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,trichloroacetimidate,6;7;8;9;10;11;12;13;14;15;16,"{""C1"":[7],""O5"":[6],""C2"":[15],""LG_ENTRY"":[8],""LG_CORE"":[9,10,11,12,13,14],""RING_CONTEXT"":[6,15],""C2_SUB_ENTRY"":[16]}",7,6,15,8,9;10;11;12;13;14,6;15,16,found,21;22;44;35;33;23;34,7,"{""C1"":[21],""O5"":[22],""C2"":[44],""C3"":[35],""C4"":[33],""C5"":[23],""O4"":[34],""O4_EXTERNAL"":[]}",19;20;21;22;23;24;25;33;34;35;36;37;44;45;46;54,16,"{""O4"":[34],""C4"":[33],""C3"":[35],""C5"":[23],""C2"":[44],""O5"":[22],""C1"":[21],""N2_SUB_ENTRY"":[45],""N2_SUBGRAPH"":[45,46,54],""PG_ENTRY"":[20,24,36],""O4_EXTERNAL"":[]}",21,22,44,35,33,23,34,-1
NEG-a1e9d74b7699ea8c,PAIR-a1e9d74b7699ea8c,SG-a1e9d74b7699ea8c,0,CC(=O)OC[C@H]1O[C@@H](OC(=N)C(Cl)(Cl)Cl)[C@H](N2C(=O)c3ccccc3C2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,COc1ccc(O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O[C@@H]3O[C@H](COCc4ccccc4)[C@@H](OC(C)=O)[C@H](OCc4ccccc4)[C@H]3N3C(=O)c4ccccc4C3=O)[C@H](OCc3ccccc3)[C@H]2N2C(=O)c3ccccc3C2=O)cc1,trichloroacetimidate,6;7;8;9;10;11;12;13;14;15;16,"{""C1"":[7],""O5"":[6],""C2"":[15],""LG_ENTRY"":[8],""LG_CORE"":[9,10,11,12,13,14],""RING_CONTEXT"":[6,15],""C2_SUB_ENTRY"":[16]}",7,6,15,8,9;10;11;12;13;14,6;15,16,found,21;22;47;38;33;23;34;35,8,"{""C1"":[21],""O5"":[22],""C2"":[47],""C3"":[38],""C4"":[33],""C5"":[23],""O4"":[34],""O4_EXTERNAL"":[35]}",19;20;21;22;23;24;25;33;34;38;39;40;47;48;49;57;35,17,"{""O4"":[34],""C4"":[33],""C3"":[38],""C5"":[23],""C2"":[47],""O5"":[22],""C1"":[21],""N2_SUB_ENTRY"":[48],""N2_SUBGRAPH"":[48,49,57],""PG_ENTRY"":[20,24,39],""O4_EXTERNAL"":[35]}",21,22,47,38,33,23,34,35
POS-a2161ccb7936ab71,PAIR-a2161ccb7936ab71,SG-a2161ccb7936ab71,1,COC(=O)[C@H]1O[C@@H](O[C@H]2[C@H](OCc3ccc(OC)cc3)[C@@H](N=[N+]=[N-])[C@@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](OC(=O)c4ccccc4)[C@@H](Sc4ccc(C)cc4)O[C@H]3C(=O)OC)O[C@@H]2COc2ccc(OC)cc2)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CO[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,36;37;46;47;48;55,"{""C1"":[46],""O5"":[55],""C2"":[36],""LG_ENTRY"":[47],""LG_CORE"":[48],""RING_CONTEXT"":[36,55],""C2_SUB_ENTRY"":[37]}",46,55,36,47,48,36;55,37,found,2;3;26;17;15;4;16,7,"{""C1"":[2],""O5"":[3],""C2"":[26],""C3"":[17],""C4"":[15],""C5"":[4],""O4"":[16],""O4_EXTERNAL"":[]}",0;1;2;3;4;5;6;15;16;17;18;19;26;27;28;29,16,"{""O4"":[16],""C4"":[15],""C3"":[17],""C5"":[4],""C2"":[26],""O5"":[3],""C1"":[2],""N2_SUB_ENTRY"":[27],""N2_SUBGRAPH"":[27,28,29],""PG_ENTRY"":[1,5,18],""O4_EXTERNAL"":[]}",2,3,26,17,15,4,16,-1
NEG-a2161ccb7936ab71,PAIR-a2161ccb7936ab71,SG-a2161ccb7936ab71,0,COC(=O)[C@H]1O[C@@H](O[C@H]2[C@H](OCc3ccc(OC)cc3)[C@@H](N=[N+]=[N-])[C@@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](OC(=O)c4ccccc4)[C@@H](Sc4ccc(C)cc4)O[C@H]3C(=O)OC)O[C@@H]2COc2ccc(OC)cc2)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],CO[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,36;37;46;47;48;55,"{""C1"":[46],""O5"":[55],""C2"":[36],""LG_ENTRY"":[47],""LG_CORE"":[48],""RING_CONTEXT"":[36,55],""C2_SUB_ENTRY"":[37]}",46,55,36,47,48,36;55,37,found,2;3;29;20;15;4;16;17,8,"{""C1"":[2],""O5"":[3],""C2"":[29],""C3"":[20],""C4"":[15],""C5"":[4],""O4"":[16],""O4_EXTERNAL"":[17]}",0;1;2;3;4;5;6;15;16;20;21;22;29;30;31;32;17,17,"{""O4"":[16],""C4"":[15],""C3"":[20],""C5"":[4],""C2"":[29],""O5"":[3],""C1"":[2],""N2_SUB_ENTRY"":[30],""N2_SUBGRAPH"":[30,31,32],""PG_ENTRY"":[1,5,21],""O4_EXTERNAL"":[17]}",2,3,29,20,15,4,16,17
POS-a21b0b9d40439600,PAIR-a21b0b9d40439600,SG-a21b0b9d40439600,1,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)N1[C@H]1[C@H](Oc2ccc([N+](=O)[O-])cc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1O,trichloroacetimidate,6;7;8;9;10;11;12;13;14;15;16,"{""C1"":[7],""O5"":[6],""C2"":[15],""LG_ENTRY"":[8],""LG_CORE"":[9,10,11,12,13,14],""RING_CONTEXT"":[6,15],""C2_SUB_ENTRY"":[16]}",7,6,15,8,9;10;11;12;13;14,6;15,16,found,16;27;15;40;38;28;39,7,"{""C1"":[16],""O5"":[27],""C2"":[15],""C3"":[40],""C4"":[38],""C5"":[28],""O4"":[39],""O4_EXTERNAL"":[]}",1;12;14;15;16;17;18;27;28;29;30;38;39;40;41,15,"{""O4"":[39],""C4"":[38],""C3"":[40],""C5"":[28],""C2"":[15],""O5"":[27],""C1"":[16],""N2_SUB_ENTRY"":[14],""N2_SUBGRAPH"":[1,12,14],""PG_ENTRY"":[17,29,41],""O4_EXTERNAL"":[]}",16,27,15,40,38,28,39,-1
NEG-a21b0b9d40439600,PAIR-a21b0b9d40439600,SG-a21b0b9d40439600,0,CC(=O)OC[C@H]1O[C@H](OC(=N)C(Cl)(Cl)Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)O[C@H]1[C@H](O)[C@@H](N2C(=O)c3c(Cl)c(Cl)c(Cl)c(Cl)c3C2=O)[C@H](Oc2ccc([N+](=O)[O-])cc2)O[C@@H]1COCc1ccccc1,trichloroacetimidate,6;7;8;9;10;11;12;13;14;15;16,"{""C1"":[7],""O5"":[6],""C2"":[15],""LG_ENTRY"":[8],""LG_CORE"":[9,10,11,12,13,14],""RING_CONTEXT"":[6,15],""C2_SUB_ENTRY"":[16]}",7,6,15,8,9;10;11;12;13;14,6;15,16,found,23;34;7;5;4;35;3;1,8,"{""C1"":[23],""O5"":[34],""C2"":[7],""C3"":[5],""C4"":[4],""C5"":[35],""O4"":[3],""O4_EXTERNAL"":[1]}",9;21;8;7;23;24;25;34;35;36;37;4;3;5;6;1,16,"{""O4"":[3],""C4"":[4],""C3"":[5],""C5"":[35],""C2"":[7],""O5"":[34],""C1"":[23],""N2_SUB_ENTRY"":[8],""N2_SUBGRAPH"":[9,21,8],""PG_ENTRY"":[24,36,6],""O4_EXTERNAL"":[1]}",23,34,7,5,4,35,3,1
POS-a2482218e9a82027,PAIR-a2482218e9a82027,SG-a2482218e9a82027,1,CC(=O)OC[C@H]1O[C@H](OC[C@H]2O[C@@H](O[C@H]3[C@H](OC(C)=O)[C@@H](N4C(=O)c5ccccc5C4=O)[C@H](OC(=N)C(Cl)(Cl)Cl)O[C@@H]3COC(C)=O)[C@@H](OC(C)=O)[C@@H](O[C@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]3O[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3N3C(=O)c4ccccc4C3=O)[C@@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,COc1ccc(CO[C@H]2[C@H](O)[C@@H](CO[C@@H]3O[C@@H](C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]3OCc3ccccc3)O[C@@H](OCc3ccccc3)[C@@H]2N2C(=O)c3ccccc3C2=O)cc1,trichloroacetimidate,20;21;32;33;34;35;36;37;38;39;40,"{""C1"":[32],""O5"":[40],""C2"":[20],""LG_ENTRY"":[33],""LG_CORE"":[34,35,36,37,38,39],""RING_CONTEXT"":[20,40],""C2_SUB_ENTRY"":[21]}",32,40,20,33,34;35;36;37;38;39,20;40,21,found,38;37;47;8;9;11;10,7,"{""C1"":[38],""O5"":[37],""C2"":[47],""C3"":[8],""C4"":[9],""C5"":[11],""O4"":[10],""O4_EXTERNAL"":[]}",6;7;8;9;10;11;12;13;37;38;39;40;47;48;49;57,16,"{""O4"":[10],""C4"":[9],""C3"":[8],""C5"":[11],""C2"":[47],""O5"":[37],""C1"":[38],""N2_SUB_ENTRY"":[48],""N2_SUBGRAPH"":[48,49,57],""PG_ENTRY"":[7,12,39],""O4_EXTERNAL"":[]}",38,37,47,8,9,11,10,-1
NEG-a2482218e9a82027,PAIR-a2482218e9a82027,SG-a2482218e9a82027,0,CC(=O)OC[C@H]1O[C@H](OC[C@H]2O[C@@H](O[C@H]3[C@H](OC(C)=O)[C@@H](N4C(=O)c5ccccc5C4=O)[C@H](OC(=N)C(Cl)(Cl)Cl)O[C@@H]3COC(C)=O)[C@@H](OC(C)=O)[C@@H](O[C@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]3O[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3N3C(=O)c4ccccc4C3=O)[C@@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,COc1ccc(CO[C@H]2[C@H](OC(C)=O)[C@@H](CO[C@@H]3O[C@@H](C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]3OCc3ccccc3)O[C@@H](OCc3ccccc3)[C@@H]2N2C(=O)c3ccccc3C2=O)cc1,trichloroacetimidate,20;21;32;33;34;35;36;37;38;39;40,"{""C1"":[32],""O5"":[40],""C2"":[20],""LG_ENTRY"":[33],""LG_CORE"":[34,35,36,37,38,39],""RING_CONTEXT"":[20,40],""C2_SUB_ENTRY"":[21]}",32,40,20,33,34;35;36;37;38;39,20;40,21,found,41;40;50;8;9;14;10;11,8,"{""C1"":[41],""O5"":[40],""C2"":[50],""C3"":[8],""C4"":[9],""C5"":[14],""O4"":[10],""O4_EXTERNAL"":[11]}",6;7;8;9;10;14;15;16;40;41;42;43;50;51;52;60;11,17,"{""O4"":[10],""C4"":[9],""C3"":[8],""C5"":[14],""C2"":[50],""O5"":[40],""C1"":[41],""N2_SUB_ENTRY"":[51],""N2_SUBGRAPH"":[51,52,60],""PG_ENTRY"":[7,15,42],""O4_EXTERNAL"":[11]}",41,40,50,8,9,14,10,11
POS-a29e8deaf7a08778,PAIR-a29e8deaf7a08778,SG-a29e8deaf7a08778,1,Cc1ccc(S[C@@H]2O[C@@H](C)[C@@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)cc1,Cc1ccc(S[C@@H]2O[C@H](COCc3ccccc3)[C@H](O)[C@@H]3OC(=O)N(Cc4ccccc4)[C@H]32)cc1,thioglycoside,4;5;6;7;28;29,"{""C1"":[6],""O5"":[7],""C2"":[28],""LG_ENTRY"":[5],""LG_CORE"":[4],""RING_CONTEXT"":[7,28],""C2_SUB_ENTRY"":[29]}",6,7,28,5,4,7;28,29,found,6;7;32;20;18;8;19,7,"{""C1"":[6],""O5"":[7],""C2"":[32],""C3"":[20],""C4"":[18],""C5"":[8],""O4"":[19],""O4_EXTERNAL"":[]}",4;5;6;7;8;9;10;18;19;20;21;22;24;25;26;32,16,"{""O4"":[19],""C4"":[18],""C3"":[20],""C5"":[8],""C2"":[32],""O5"":[7],""C1"":[6],""N2_SUB_ENTRY"":[24],""N2_SUBGRAPH"":[22,24,25,26],""PG_ENTRY"":[5,9,21],""O4_EXTERNAL"":[]}",6,7,32,20,18,8,19,-1
NEG-a29e8deaf7a08778,PAIR-a29e8deaf7a08778,SG-a29e8deaf7a08778,0,Cc1ccc(S[C@@H]2O[C@@H](C)[C@@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)cc1,CC(=O)O[C@@H]1[C@@H]2OC(=O)N(Cc3ccccc3)[C@H]2[C@H](Sc2ccc(C)cc2)O[C@@H]1COCc1ccccc1,thioglycoside,4;5;6;7;28;29,"{""C1"":[6],""O5"":[7],""C2"":[28],""LG_ENTRY"":[5],""LG_CORE"":[4],""RING_CONTEXT"":[7,28],""C2_SUB_ENTRY"":[29]}",6,7,28,5,4,7;28,29,found,18;27;17;5;4;28;3;1,8,"{""C1"":[18],""O5"":[27],""C2"":[17],""C3"":[5],""C4"":[4],""C5"":[28],""O4"":[3],""O4_EXTERNAL"":[1]}",20;19;18;27;28;29;30;4;3;5;6;7;9;10;11;17;1,17,"{""O4"":[3],""C4"":[4],""C3"":[5],""C5"":[28],""C2"":[17],""O5"":[27],""C1"":[18],""N2_SUB_ENTRY"":[9],""N2_SUBGRAPH"":[7,9,10,11],""PG_ENTRY"":[19,29,6],""O4_EXTERNAL"":[1]}",18,27,17,5,4,28,3,1
POS-a2b8a6542bfb1374,PAIR-a2b8a6542bfb1374,SG-a2b8a6542bfb1374,1,N=C(O[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O)C(Cl)(Cl)Cl,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,trichloroacetimidate,0;1;2;3;4;26;27;38;39;40;41,"{""C1"":[3],""O5"":[4],""C2"":[26],""LG_ENTRY"":[2],""LG_CORE"":[0,1,38,39,40,41],""RING_CONTEXT"":[4,26],""C2_SUB_ENTRY"":[27]}",3,4,26,2,0;1;38;39;40;41,4;26,27,found,3;4;26;17;15;5;16,7,"{""C1"":[3],""O5"":[4],""C2"":[26],""C3"":[17],""C4"":[15],""C5"":[5],""O4"":[16],""O4_EXTERNAL"":[]}",1;2;3;4;5;6;7;15;16;17;18;19;26;27;28;36,16,"{""O4"":[16],""C4"":[15],""C3"":[17],""C5"":[5],""C2"":[26],""O5"":[4],""C1"":[3],""N2_SUB_ENTRY"":[27],""N2_SUBGRAPH"":[27,28,36],""PG_ENTRY"":[2,6,18],""O4_EXTERNAL"":[]}",3,4,26,17,15,5,16,-1
NEG-a2b8a6542bfb1374,PAIR-a2b8a6542bfb1374,SG-a2b8a6542bfb1374,0,N=C(O[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O)C(Cl)(Cl)Cl,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N1C(=O)c2ccccc2C1=O,trichloroacetimidate,0;1;2;3;4;26;27;38;39;40;41,"{""C1"":[3],""O5"":[4],""C2"":[26],""LG_ENTRY"":[2],""LG_CORE"":[0,1,38,39,40,41],""RING_CONTEXT"":[4,26],""C2_SUB_ENTRY"":[27]}",3,4,26,2,0;1;38;39;40;41,4;26,27,found,3;4;29;20;15;5;16;17,8,"{""C1"":[3],""O5"":[4],""C2"":[29],""C3"":[20],""C4"":[15],""C5"":[5],""O4"":[16],""O4_EXTERNAL"":[17]}",1;2;3;4;5;6;7;15;16;20;21;22;29;30;31;39;17,17,"{""O4"":[16],""C4"":[15],""C3"":[20],""C5"":[5],""C2"":[29],""O5"":[4],""C1"":[3],""N2_SUB_ENTRY"":[30],""N2_SUBGRAPH"":[30,31,39],""PG_ENTRY"":[2,6,21],""O4_EXTERNAL"":[17]}",3,4,29,20,15,5,16,17
POS-a2d49d12ed4b7d99,PAIR-a2d49d12ed4b7d99,SG-a2d49d12ed4b7d99,1,CC(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(=O)CCl)[C@H](OC(C)=O)[C@H]2N2C(=O)c3c(Cl)c(Cl)c(Cl)c(Cl)c3C2=O)[C@@H](COCc2ccccc2)O[C@@H](Sc2ccccc2)[C@@H]1N1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C1=O,CC(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OC(C)=O)[C@H]2N2C(=O)c3c(Cl)c(Cl)c(Cl)c(Cl)c3C2=O)[C@@H](COCc2ccccc2)O[C@@H](Sc2ccccc2)[C@@H]1N1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C1=O,thioglycoside,56;57;58;59;65;66,"{""C1"":[57],""O5"":[56],""C2"":[65],""LG_ENTRY"":[58],""LG_CORE"":[59],""RING_CONTEXT"":[56,65],""C2_SUB_ENTRY"":[66]}",57,56,65,58,59,56;65,66,found,7;8;26;21;19;9;20,7,"{""C1"":[7],""O5"":[8],""C2"":[26],""C3"":[21],""C4"":[19],""C5"":[9],""O4"":[20],""O4_EXTERNAL"":[]}",5;6;7;8;9;10;11;19;20;21;22;23;26;27;28;40,16,"{""O4"":[20],""C4"":[19],""C3"":[21],""C5"":[9],""C2"":[26],""O5"":[8],""C1"":[7],""N2_SUB_ENTRY"":[27],""N2_SUBGRAPH"":[27,28,40],""PG_ENTRY"":[6,10,22],""O4_EXTERNAL"":[]}",7,8,26,21,19,9,20,-1
NEG-a2d49d12ed4b7d99,PAIR-a2d49d12ed4b7d99,SG-a2d49d12ed4b7d99,0,CC(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(=O)CCl)[C@H](OC(C)=O)[C@H]2N2C(=O)c3c(Cl)c(Cl)c(Cl)c(Cl)c3C2=O)[C@@H](COCc2ccccc2)O[C@@H](Sc2ccccc2)[C@@H]1N1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C1=O,CC(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2N2C(=O)c3c(Cl)c(Cl)c(Cl)c(Cl)c3C2=O)[C@@H](COCc2ccccc2)O[C@@H](Sc2ccccc2)[C@@H]1N1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C1=O,thioglycoside,56;57;58;59;65;66,"{""C1"":[57],""O5"":[56],""C2"":[65],""LG_ENTRY"":[58],""LG_CORE"":[59],""RING_CONTEXT"":[56,65],""C2_SUB_ENTRY"":[66]}",57,56,65,58,59,56;65,66,found,7;8;29;24;19;9;20;21,8,"{""C1"":[7],""O5"":[8],""C2"":[29],""C3"":[24],""C4"":[19],""C5"":[9],""O4"":[20],""O4_EXTERNAL"":[21]}",5;6;7;8;9;10;11;19;20;24;25;26;29;30;31;43;21,17,"{""O4"":[20],""C4"":[19],""C3"":[24],""C5"":[9],""C2"":[29],""O5"":[8],""C1"":[7],""N2_SUB_ENTRY"":[30],""N2_SUBGRAPH"":[30,31,43],""PG_ENTRY"":[6,10,25],""O4_EXTERNAL"":[21]}",7,8,29,24,19,9,20,21
