page_number,scheme_ordinal,summary_ordinal,reaction_number,inferred_product_count,status,attempts,skip_reason,result_page_url,detail_url
64,1261,1,31-008-CAS-13931103,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1261&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1261&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F92c12096-fb4e-59cd-9b88-aea2d6311fb9&uriForGroup=substance%2Fpt%2F106967%2Bsubstance%2Fpt%2F65987124-%3Esubstance%2Fpt%2F1041176093%2Bsubstance%2Fpt%2F1041176173
64,1262,1,31-006-CAS-14232208,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1262&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1262&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Fabef0964-f31f-563a-bf7d-482913f2420a&uriForGroup=substance%2Fpt%2F125392623%2Bsubstance%2Fpt%2F57701276-%3Esubstance%2Fpt%2F495413688%2Bsubstance%2Fpt%2F803738047
64,1262,2,31-006-CAS-894400,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1262&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1262&ordinal=2&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F3d790ce4-c73e-502a-93e9-3f4338426ed6&uriForGroup=substance%2Fpt%2F125392623%2Bsubstance%2Fpt%2F57701276-%3Esubstance%2Fpt%2F495413688%2Bsubstance%2Fpt%2F803738047
64,1263,1,31-008-CAS-7830718,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1263&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1263&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F464e0198-1780-5d91-a444-823968dbda0e&uriForGroup=substance%2Fpt%2F106956%2Bsubstance%2Fpt%2F57701276-%3Esubstance%2Fpt%2F131614841%2Bsubstance%2Fpt%2F131614874
64,1263,2,31-008-CAS-9964657,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1263&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1263&ordinal=2&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F33bf5d60-6e4a-504e-b611-da28d8c457ab&uriForGroup=substance%2Fpt%2F106956%2Bsubstance%2Fpt%2F57701276-%3Esubstance%2Fpt%2F131614841%2Bsubstance%2Fpt%2F131614874
64,1264,1,31-008-CAS-7746432,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1264&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1264&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Fb9a700af-adcb-5f17-8610-70df2c7a13a4&uriForGroup=substance%2Fpt%2F589151%2Bsubstance%2Fpt%2F7585399-%3Esubstance%2Fpt%2F1130887158%2Bsubstance%2Fpt%2F1130887170
64,1264,2,31-008-CAS-10159848,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1264&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1264&ordinal=2&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Fddcd69aa-223b-5910-abf7-7aa8fb43ad06&uriForGroup=substance%2Fpt%2F589151%2Bsubstance%2Fpt%2F7585399-%3Esubstance%2Fpt%2F1130887158%2Bsubstance%2Fpt%2F1130887170
64,1265,1,31-008-CAS-9136726,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1265&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1265&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F07368f51-3501-5a70-b2a7-c78fe8cc7d59&uriForGroup=substance%2Fpt%2F100390%2Bsubstance%2Fpt%2F113533747-%3Esubstance%2Fpt%2F131684792%2Bsubstance%2Fpt%2F618118993
64,1266,1,31-008-CAS-706115,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1266&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1266&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F22c373c8-4315-5a0a-adcd-6f6d54e1e0ec&uriForGroup=substance%2Fpt%2F100390%2Bsubstance%2Fpt%2F1005215019-%3Esubstance%2Fpt%2F1005215031%2Bsubstance%2Fpt%2F1005215042
64,1267,1,31-008-CAS-6432300,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1267&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1267&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F7197b6c1-86b1-5906-ae45-bad652413a5c&uriForGroup=substance%2Fpt%2F119237966%2Bsubstance%2Fpt%2F3068324-%3Esubstance%2Fpt%2F155739734%2Bsubstance%2Fpt%2F155739745
64,1268,1,31-013-CAS-22370777,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1268&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1268&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Fc4e18822-e64f-5223-a051-31e9b118833a&uriForGroup=substance%2Fpt%2F2451977016%2Bsubstance%2Fpt%2F57701276-%3Esubstance%2Fpt%2F2451977185%2Bsubstance%2Fpt%2F2451977196
64,1269,1,31-008-CAS-7782635,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1269&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1269&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Feb034129-e4df-5b60-83a3-3eafe376c2a1&uriForGroup=substance%2Fpt%2F100390%2Bsubstance%2Fpt%2F683772987-%3Esubstance%2Fpt%2F683772998%2Bsubstance%2Fpt%2F683773366
64,1270,1,31-356-CAS-23897329,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1270&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1270&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F82c435d0-8634-5f81-96ba-305f6a9a9615&uriForGroup=substance%2Fpt%2F2045401032%2Bsubstance%2Fpt%2F57103-%3Esubstance%2Fpt%2F2045401076%2Bsubstance%2Fpt%2F2045401087
64,1271,1,31-008-CAS-6095782,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1271&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1271&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F88aa8866-181f-5a86-a733-108ccc08e969&uriForGroup=substance%2Fpt%2F106956%2Bsubstance%2Fpt%2F127874264-%3Esubstance%2Fpt%2F127874286%2Bsubstance%2Fpt%2F127874297
64,1272,1,31-355-CAS-878596,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1272&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1272&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F9a110bd7-2daa-58f5-8f6b-3005b60555ef&uriForGroup=substance%2Fpt%2F108554%2Bsubstance%2Fpt%2F1220508246-%3Esubstance%2Fpt%2F1220508257%2Bsubstance%2Fpt%2F1220508268
64,1273,1,31-008-CAS-2853230,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1273&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1273&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F4702ded8-03c1-595a-a615-e3e3da37db1f&uriForGroup=substance%2Fpt%2F4196354%2Bsubstance%2Fpt%2F57701276-%3Esubstance%2Fpt%2F417706004%2Bsubstance%2Fpt%2F495413768
64,1273,2,31-008-CAS-12259191,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1273&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1273&ordinal=2&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F9d2e62cf-ce4e-5d5c-afd1-771b78f599f8&uriForGroup=substance%2Fpt%2F4196354%2Bsubstance%2Fpt%2F57701276-%3Esubstance%2Fpt%2F417706004%2Bsubstance%2Fpt%2F495413768
64,1274,1,31-008-CAS-9547492,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1274&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1274&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Fa885826a-2745-5bf2-b7ca-814111ff8174&uriForGroup=substance%2Fpt%2F53081304%2Bsubstance%2Fpt%2F56341652-%3Esubstance%2Fpt%2F118646767%2Bsubstance%2Fpt%2F118663653
64,1275,1,31-357-CAS-5656478,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1275&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1275&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Fc8efef92-f54b-508c-a46c-407432f6e7d8&uriForGroup=substance%2Fpt%2F141786%2Bsubstance%2Fpt%2F57701276-%3Esubstance%2Fpt%2F104321100%2Bsubstance%2Fpt%2F107657078
64,1276,1,31-010-CAS-299834,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1276&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1276&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Fdcb3bdc6-f43e-513d-98b4-636300f7cffd&uriForGroup=substance%2Fpt%2F114284070%2Bsubstance%2Fpt%2F161007950-%3Esubstance%2Fpt%2F737766880%2Bsubstance%2Fpt%2F737766891
64,1277,1,31-614-CAS-45240893,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1277&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1277&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Fdfbb4845-d7bc-5a0b-afdb-dce827125ec9&uriForGroup=substance%2Fpt%2F3080669924-%3Esubstance%2Fpt%2F3080669935%2Bsubstance%2Fpt%2F3080669946
64,1278,1,31-010-CAS-14710863,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1278&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1278&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Feb1cd7ee-208a-5452-87b9-6901dd8043e7&uriForGroup=substance%2Fpt%2F211797896%2Bsubstance%2Fpt%2F74808109-%3Esubstance%2Fpt%2F259882105%2Bsubstance%2Fpt%2F259882116
64,1279,1,31-013-CAS-982268,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1279&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1279&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Ffadce2b6-abd8-5c52-81f7-bbe887522537&uriForGroup=substance%2Fpt%2F128376921%2Bsubstance%2Fpt%2F64550716-%3Esubstance%2Fpt%2F128377037%2Bsubstance%2Fpt%2F128377059
64,1280,1,31-357-CAS-9733852,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/64,https://scifinder-n.cas.org/navigate/?appId=720b8080-df35-4f56-8ad1-ac2b62f3bdf1&backKey=6a58ba6462c3022ca7b601fb&backToPage=64&cidValue=816&groupOrdinal=1280&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1280&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F360c6892-8d40-5f8e-a9c5-3dc6edb86f32&uriForGroup=substance%2Fpt%2F141786%2Bsubstance%2Fpt%2F71117367-%3Esubstance%2Fpt%2F1346111452%2Bsubstance%2Fpt%2F756897526
65,1281,1,31-022-CAS-5608730,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/65,https://scifinder-n.cas.org/navigate/?appId=ad4e851a-8161-4878-a4bc-98d829682e67&backKey=6a58ba6462c3022ca7b601fb&backToPage=65&cidValue=816&groupOrdinal=1281&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1281&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F992c8259-fcfc-5ab4-80ed-520e282216a9&uriForGroup=substance%2Fpt%2F71117378%2Bsubstance%2Fpt%2F773648-%3Esubstance%2Fpt%2F33818370%2Bsubstance%2Fpt%2F33910633
65,1282,1,31-357-CAS-4050986,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/65,https://scifinder-n.cas.org/navigate/?appId=ad4e851a-8161-4878-a4bc-98d829682e67&backKey=6a58ba6462c3022ca7b601fb&backToPage=65&cidValue=816&groupOrdinal=1282&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1282&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Fd749fbe3-05f8-5aef-af3d-7f21dc27becb&uriForGroup=substance%2Fpt%2F104992634%2Bsubstance%2Fpt%2F141786-%3Esubstance%2Fpt%2F1597528261%2Bsubstance%2Fpt%2F1597528294
65,1283,1,31-008-CAS-19449499,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/65,https://scifinder-n.cas.org/navigate/?appId=ad4e851a-8161-4878-a4bc-98d829682e67&backKey=6a58ba6462c3022ca7b601fb&backToPage=65&cidValue=816&groupOrdinal=1283&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1283&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Fe557f28d-2b03-5419-b3c0-9f0ae583eced&uriForGroup=substance%2Fpt%2F100390%2Bsubstance%2Fpt%2F1620670565-%3Esubstance%2Fpt%2F2230645404%2Bsubstance%2Fpt%2F2230645415
65,1284,1,31-355-CAS-232660,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/65,https://scifinder-n.cas.org/navigate/?appId=ad4e851a-8161-4878-a4bc-98d829682e67&backKey=6a58ba6462c3022ca7b601fb&backToPage=65&cidValue=816&groupOrdinal=1284&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1284&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2F99c4ba76-c6f1-5989-a1f7-5ad1990a621f&uriForGroup=substance%2Fpt%2F108247%2Bsubstance%2Fpt%2F14155238-%3Esubstance%2Fpt%2F20750010%2Bsubstance%2Fpt%2F20750021
65,1285,1,31-008-CAS-9621731,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/65,https://scifinder-n.cas.org/navigate/?appId=ad4e851a-8161-4878-a4bc-98d829682e67&backKey=6a58ba6462c3022ca7b601fb&backToPage=65&cidValue=816&groupOrdinal=1285&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1285&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Fb982d22f-0d8d-5036-a07f-759a990136a2&uriForGroup=substance%2Fpt%2F18162486%2Bsubstance%2Fpt%2F20746649-%3Esubstance%2Fpt%2F1041176220%2Bsubstance%2Fpt%2F1041176242
65,1286,1,31-008-CAS-3797157,2,skipped,1,多产物反应，按当前课题规则跳过,https://scifinder-n.cas.org/search/reaction/6a58ba6462c3022ca7b601fb/65,https://scifinder-n.cas.org/navigate/?appId=ad4e851a-8161-4878-a4bc-98d829682e67&backKey=6a58ba6462c3022ca7b601fb&backToPage=65&cidValue=816&groupOrdinal=1286&groupViewContextIndicator=false&isFromAllResults=false&isFromAlternateReactionSteps=false&isFromReactionGroup=false&key=6a58ba6462c3022ca7b601fb&metricsOrdinal=1286&ordinal=1&resultType=reaction&resultView=DETAIL&state=searchDetail.reaction&suppressNavigation=false&uiContext=366&uiSubContext=551&uriForDetails=multistep-reaction%2Fec49b046-991d-5cb3-bea4-01c0319703f1&uriForGroup=substance%2Fpt%2F18162486%2Bsubstance%2Fpt%2F280557417-%3Esubstance%2Fpt%2F1009818238%2Bsubstance%2Fpt%2F1009818249
